pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,ttv_flag,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
61 Vir d,61 Vir,1,1,3,0,Radial Velocity,2009,2010-01,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,123.01,0.476,,,22.9,0.072,Msini,,0.35,,,,0,,,,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577,0.96,0.94,-0.01,[Fe/H],-0.095,4.34,8.96,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,4.6955,2.956,4.54052,14/05/2014,2010-01,14/05/2014
7 CMa b,7 CMa,1,1,2,0,Radial Velocity,2011,2011-12,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,735.1,1.758,,,587.9855,1.85,Msin(i)/sin(i),,0.06,,,90,0,,,,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,,4826,4.87,1.34,0.21,[Fe/H],1.063,3.19,4.3,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101,3.95,1.564,3.67853,18/10/2019,2019-11,24/10/2019
7 CMa c,7 CMa,1,1,2,0,Radial Velocity,2019,2019-11,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,996,2.153,,,276.5121,0.87,Msin(i)/sin(i),,0.08,,,90,0,,,,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,,4826,4.87,1.34,0.21,[Fe/H],1.063,3.19,4.3,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101,3.95,1.564,3.67853,18/10/2019,2019-11,24/10/2019
70 Vir b,70 Vir,1,1,1,0,Radial Velocity,1996,1996-06,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,116.688,0.481,,,2357.02728,7.416,Msini,,0.3988,,,,0,,,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5495,1.89,1.09,,,,3.95,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011,4.96808,3.5,4.76178,03/12/2018,2019-04,06/12/2018
75 Cet b,75 Cet,1,2,1,0,Radial Velocity,2012,2012-12,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,Published Confirmed,0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,691.9,2.1,,,953.49,3,Msini,,0.117,,,,0,,,,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,G3 III,4846,10.5,2.49,0,[Fe/H],1.73,2.63,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613,5.3532,3.207,5.09343,02/09/2015,2012-12,03/09/2015
8 UMi b,8 UMi,1,1,1,0,Radial Velocity,2015,2015-12,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,93.4,0.49,,,416.3573,1.31,Msini,,0.06,,,,0,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4847,10.3,1.44,-0.03,[Fe/H],,2.57,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h56m48.40s,224.201685,+74d54m03.38s,74.9009379,162.552,6.83295,4.515,6.55896,04/09/2018,2017-03,06/09/2018
81 Cet b,81 Cet,1,1,1,0,Radial Velocity,2008,2008-12,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,Published Confirmed,0,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,952.7,2.5,,,1684.4,5.3,Msini,,0.206,,,,0,,,,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,G5 III,4785,11,2.4,-0.06,[Fe/H],1.778,2.35,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26,5.64307,3.266,5.37588,14/05/2014,2008-12,14/05/2014
91 Aqr b,91 Aqr,1,3,1,0,Radial Velocity,2013,2013-07,Ground,Lick Observatory,0.6 m Coude Auxiliary Telescope,Published Confirmed,0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,181.4,0.7,,,1017,3.2,Msini,,0.027,,,,0,,,,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,K0 III,4665,11,1.4,-0.03,[Fe/H],,2.52,3.56,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304,4.23946,1.597,3.95311,14/05/2014,2013-07,14/05/2014
AU Mic b,AU Mic,1,1,1,0,Transit,2020,2020-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,8.46321,0.066,4.203,0.375,57.2094,0.18,Msini,4.4,0.1,,,,0,19.1,0.0514,,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,,3700,0.75,0.5,,,-1.046,,0.022,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,8.81,4.529,7.84038,12/06/2020,2020-06,24/06/2020
BD+03 2562 b,BD+03 2562,1,1,1,0,Radial Velocity,2017,2017-10,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,481.9,1.3,,,2034.112,6.4,Msini,,0.2,,,,0,8.64,,,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,,4095,32.35,1.14,-0.71,[Fe/H],2.7,1.89,5.2,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.63,9.577,6.021,8.9977,13/06/2017,2017-10,15/06/2017
BD+14 4559 b,BD+14 4559,1,1,1,0,Radial Velocity,2009,2009-12,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,268.94,0.78,,,330.5432,1.04,Msini,,0.29,,,,0,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4864,0.86,0.49,0.17,[Fe/H],,4.26,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.352,9.78,7.336,9.35108,04/09/2018,2017-03,06/09/2018
BD+15 2375 b,BD+15 2375,1,1,1,0,Radial Velocity,2016,2016-04,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,153.22,0.576,,,337.21763,1.061,Msini,,0.001,,,,0,,,,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,,4649,8.95,1.08,-0.22,[Fe/H],1.57,2.61,7.41,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.045,10.41,7.718,9.9918,03/02/2016,2016-04,04/02/2016
BD+15 2940 b,BD+15 2940,1,1,1,0,Radial Velocity,2013,2013-06,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,Published Confirmed,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,137.48,0.539,,,352.78,1.11,Msini,,0.26,,,,0,,,,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,K0,4796,14.7,1.1,0.28,[Fe/H],2.01,2.8,7.1,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m22.95s,240.09564,+15d32m48.30s,15.5467507,426.42,9.01,6.525,8.7178,14/05/2014,2013-06,14/05/2014
BD+20 2457 c,BD+20 2457,1,1,2,0,Radial Velocity,2009,2009-12,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,621.99,2.01,,,3963.17,12.47,Msini,,0.18,,,,0,,,,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,4137,49,2.8,-1,[Fe/H],3.17,1.51,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,9.743,6.42,9.22684,14/05/2014,2009-12,14/05/2014
BD+20 274 b,BD+20 274,1,1,1,0,Radial Velocity,2012,2012-09,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,Published Confirmed,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,578.2,1.3,,,1334.886,4.2,Msini,,0.21,,,,0,,,,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,K5 III,4296,17.3,0.8,-0.46,[Fe/H],1.96,1.99,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.51,9.367,6.169,8.91613,16/09/2015,2012-09,18/09/2015
BD+20 594 b,BD+20 594,1,1,1,0,Transit,2016,2016-10,Space,K2,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,41.6855,,2.578,0.23,22.2481,0.07,Mass,,0,,,89.55,0,55.8,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5766,1.08,1.67,-0.15,[Fe/H],,4.5,,1.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461,10.849,9.368,10.8644,25/04/2018,2017-03,26/04/2018
BD+45 564 b,BD+45 564,1,1,1,0,Radial Velocity,2021,2021-05,Ground,Haute-Provence Observatory,1.93 m Telescope,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210509741D/abstract target=ref>Dalal et al. 2021</a>,307.88,0.83,,,432.24663,1.36,Msini,,0.12,,,2.579,0,,,,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210509741D/abstract target=ref>Dalal et al. 2021</a>,K1,5004,,0.81,-0.09,[Fe/H],,4.22,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.622,9.67,7.557,9.41266,28/05/2021,2021-05,28/05/2021
BD+48 738 b,BD+48 738,1,1,1,0,Radial Velocity,2011,2012-01,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,Published Confirmed,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,392.6,1,,,289.2253,0.91,Msini,,0.2,,,,0,,,,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,K0 III,4414,11,0.74,-0.2,[Fe/H],1.69,2.24,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.493,9.139,5.904,8.65569,12/08/2015,2012-01,13/08/2015
BD+48 740 b,BD+48 740,1,1,1,0,Radial Velocity,2018,2018-05,Ground,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,733,1.7,,,540.311,1.7,Msini,,0.76,,,,0,,,,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,,4534,10.33,1.09,-0.13,[Fe/H],1.64,2.48,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.589,8.69,5.645,8.26449,01/02/2018,2018-05,01/02/2018
BD+49 828 b,BD+49 828,1,1,1,0,Radial Velocity,2015,2015-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,2590,4.2,,,508.5,1.6,Msini,,0.35,,,,0,,,,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,K0,4943,7.6,1.52,-0.19,[Fe/H],1.47,2.85,2.34,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.042,9.381,6.571,9.02851,05/02/2015,2015-04,05/02/2015
BD+55 362 b,BD+55 362,1,1,1,0,Radial Velocity,2021,2021-05,Ground,Haute-Provence Observatory,1.93 m Telescope,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210509741D/abstract target=ref>Dalal et al. 2021</a>,265.59,0.78,,,228.83645,0.72,Msini,,0.27,,,0.601,0,,,,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210509741D/abstract target=ref>Dalal et al. 2021</a>,K3,5012,,0.91,0.18,[Fe/H],,4.09,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.5697,9.38,7.331,9.15305,28/05/2021,2021-05,28/05/2021
BD+63 1405 b,BD+63 1405,1,1,1,0,Radial Velocity,2021,2021-05,Ground,Haute-Provence Observatory,1.93 m Telescope,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210509741D/abstract target=ref>Dalal et al. 2021</a>,1198.48,2.06,,,1258.60049,3.96,Msini,,0.88,,,5.974,0,,,,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210509741D/abstract target=ref>Dalal et al. 2021</a>,K0,5000,,0.82,-0.09,[Fe/H],,4.2,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473,8.96,6.78,8.705,28/05/2021,2021-05,28/05/2021
BD-00 4475 b,BD-00 4475,1,1,1,0,Radial Velocity,2021,2021-05,Ground,Haute-Provence Observatory,1.93 m Telescope,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210509741D/abstract target=ref>Dalal et al. 2021</a>,723.2,1.48,,,7961.6016,25.05,Msini,,0.39,,,13.31,0,,,,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210509741D/abstract target=ref>Dalal et al. 2021</a>,G0,5040,,0.81,-0.14,[Fe/H],,4.25,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h10m50.60s,347.7108441,+00d24m30.82s,0.4085612,42.6402,9.01,6.996,8.78101,28/05/2021,2021-05,28/05/2021
BD-06 1339 b,BD-06 1339,1,1,2,0,Radial Velocity,2013,2013-03,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,3.8728,0.0428,,,8.5,0.027,Msini,,0,,,,0,,,,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,4324,,0.7,-0.14,[Fe/H],-1.022,4.74,4.4,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,9.7,6.305,9.10677,14/05/2014,2013-03,14/05/2014
BD-06 1339 c,BD-06 1339,1,1,2,0,Radial Velocity,2013,2013-03,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,125.94,0.435,,,53,0.17,Msini,,0.31,,,,0,,,,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,4324,,0.7,-0.14,[Fe/H],-1.022,4.74,4.4,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,9.7,6.305,9.10677,14/05/2014,2013-03,14/05/2014
BD-08 2823 b,BD-08 2823,1,1,2,0,Radial Velocity,2009,2010-03,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5.6,0.06,,,12.7132,0.04,Msini,,0.15,,,,0,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4816,0.71,0.5,-0.06,[Fe/H],,4.43,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,9.86,7.323,9.50331,04/09/2018,2017-03,06/09/2018
BD-08 2823 c,BD-08 2823,1,1,2,0,Radial Velocity,2009,2010-03,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,237.6,0.68,,,104,0.33,Msini,,0.19,,,,0,,,,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,K3 V,4746,,0.74,-0.07,[Fe/H],,4.13,4.5,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,9.86,7.323,9.50331,14/05/2014,2010-03,14/05/2014
BD-10 3166 b,BD-10 3166,1,1,1,0,Radial Velocity,2000,2000-12,Ground,W. M. Keck Observatory,10 m Keck I Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.48777,0.04,,,187.5197,0.59,Msini,,0.02,,,,0,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5393,0.91,1.47,0.38,[Fe/H],,4.69,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069,10.013,8.124,9.83981,04/09/2018,2017-03,06/09/2018
BD-11 4672 b,BD-11 4672,1,1,2,0,Radial Velocity,2014,2015-04,Ground,La Silla Observatory,3.6 m ESO Telescope,Published Confirmed,0,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614393B/abstract target=ref>Barbato et al. 2020</a>,1634,2.36,,,206.5895,0.65,Msini,,0.05,,,,0,,,,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614393B/abstract target=ref>Barbato et al. 2020</a>,,4550,0.64,0.65,-0.35,[Fe/H],-0.804,4.64,7.4,3.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665,10.03,6.867,9.48511,17/07/2020,2020-06,23/07/2020
BD-11 4672 c,BD-11 4672,1,1,2,0,Radial Velocity,2020,2020-06,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,Published Confirmed,0,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614393B/abstract target=ref>Barbato et al. 2020</a>,74.2,0.3,,,15.37,0.04836,Msini,,0.4,,,,0,,,,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614393B/abstract target=ref>Barbato et al. 2020</a>,,4550,0.64,0.65,-0.35,[Fe/H],-0.804,4.64,7.4,3.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665,10.03,6.867,9.48511,17/07/2020,2020-06,23/07/2020
