pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,ttv_flag,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-125 b,TOI-125,1,1,3,0,Transit,2019,2019-11,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,4.65382,0.05186,2.726,0.243,9.5,0.02989,Mass,2.57,0.194,185,1037,88.92,0,13.16,0.0295,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320,0.85,0.86,-0.02,[Fe/H],-0.285,4.52,6.8,1.99,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.059,11.023,8.995,10.718,06/02/2020,2020-03,13/02/2020
TOI-125 c,TOI-125,1,1,3,0,Transit,2019,2019-11,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,9.15059,0.0814,2.759,0.246,6.63,0.02086,Mass,1.73,0.066,77.59,828,88.54,0,20.66,0.02985,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320,0.85,0.86,-0.02,[Fe/H],-0.285,4.52,6.8,1.99,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.059,11.023,8.995,10.718,06/02/2020,2020-03,13/02/2020
TOI-125 d,TOI-125,1,1,3,0,Transit,2020,2020-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,19.98,0.137,2.93,0.261,13.6,0.04279,Mass,2.98,0.168,26.7,638,88.795,0,34.77,0.0317,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320,0.85,0.86,-0.02,[Fe/H],-0.285,4.52,6.8,1.99,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.059,11.023,8.995,10.718,06/02/2020,2020-03,13/02/2020
TOI-1266 b,TOI-1266,1,1,2,0,Transit,2020,2020-09,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200904317D/abstract target=ref>Demory et al. 2020</a>,10.894843,0.0736,2.37,0.211,13.5,0.04248,Mass,,0.09,4.9,413,89.5,1,,,,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200904317D/abstract target=ref>Demory et al. 2020</a>,M3,3600,0.42,0.45,-0.5,[Fe/H],,4.85,,8.99,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,12.941,8.84,12.1222,01/10/2020,2020-09,08/10/2020
TOI-1266 c,TOI-1266,1,1,2,0,Transit,2020,2020-09,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200904317D/abstract target=ref>Demory et al. 2020</a>,18.80151,0.1058,1.56,0.139,2.2,0.00692,Mass,,0.04,2.3,344,89.3,1,,,,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200904317D/abstract target=ref>Demory et al. 2020</a>,M3,3600,0.42,0.45,-0.5,[Fe/H],,4.85,,8.99,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,12.941,8.84,12.1222,01/10/2020,2020-09,08/10/2020
TOI-132 b,TOI-132,1,1,1,0,Transit,2020,2020-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,2.1097019,0.026,3.42,0.305,22.4,0.07048,Mass,3.08,0.059,860,1395,85.03,0,6.362,,,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,G8 V,5397,0.9,0.97,0.16,[Fe/H],-0.222,4.48,6.34,1.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m35.92s,338.3996623,-43d26m12.74s,-43.436872,163.678,11.197,9.646,11.3208,21/02/2020,2020-03,27/02/2020
TOI-1333 b,TOI-1333,1,2,1,0,Transit,2021,2021-01,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,4.720219,0.0626,15.648,1.396,753.2571,2.37,Mass,1.08,0.073,,1679,85.7,0,6.98,0.0745,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,,6274,1.93,1.46,0.119,[Fe/H],0.713,4.03,2.33,0.289,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674,200.492,9.438,8.272,9.35039,25/02/2021,2021-01,04/03/2021
TOI-1338 b,TOI-1338,1,2,1,0,Transit,2020,2020-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,95.174,0.4607,6.85,0.611,33,0.10383,Mass,0.56,0.088,,,89.37,0,,0.04724,,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,,6050,1.33,1.13,0.01,[Fe/H],,4,4.4,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h08m31.94s,92.1330955,-59d32m27.55s,-59.5409853,399.017,11.722,10.635,11.8764,29/05/2020,2020-06,04/06/2020
TOI-1444 b,TOI-1444,1,1,2,0,Transit,2021,2021-05,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=DAI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210508844D/abstract target=ref>Dai et al. 2021</a>,0.4702694,,1.397,0.125,3.87,0.01218,Mass,,0,,,82,0,2.73,0.0141,,<a refstr=DAI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210508844D/abstract target=ref>Dai et al. 2021</a>,,5430,0.91,0.93,0.13,[Fe/H],,4.49,,1.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h21m53.98s,305.4749252,+70d56m37.34s,70.9437054,125.463,10.936,9.061,10.6417,28/05/2021,2021-05,28/05/2021
TOI-1444 c,TOI-1444,1,1,2,0,Radial Velocity,2021,2021-05,Ground,W. M. Keck Observatory,10 m Keck I Telescope,Published Confirmed,0,<a refstr=DAI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210508844D/abstract target=ref>Dai et al. 2021</a>,16.066,,,,11.8,0.03713,Msini,,0,,,,0,,,,<a refstr=DAI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210508844D/abstract target=ref>Dai et al. 2021</a>,,5430,0.91,0.93,0.13,[Fe/H],,4.49,,1.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h21m53.98s,305.4749252,+70d56m37.34s,70.9437054,125.463,10.936,9.061,10.6417,28/05/2021,2021-05,28/05/2021
TOI-1478 b,TOI-1478,1,1,1,0,Transit,2021,2021-01,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,10.180249,0.0903,11.882,1.06,270.47333,0.851,Mass,0.88,0.024,,918,88.51,0,18.54,0.104,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,,5597,1.05,0.95,0.078,[Fe/H],-0.013,4.37,9.1,1.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m44.10s,126.4337428,-13d33m34.37s,-13.5595485,152.892,10.723,9.201,10.6624,25/02/2021,2021-01,04/03/2021
TOI-150.01,TOI-150,1,1,1,0,Transit,2019,2019-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,5.857487,0.07037,14.067,1.255,797.7533,2.51,Mass,1.68,0.262,,1404,88.09,0,9.917,0.0826,,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,F,6255,1.53,1.35,0.28,[Fe/H],0.497,4.13,2.346,0.5332,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m51.70s,112.965421,-73d36m21.73s,-73.6060358,336.267,11.39,9.94,11.3408,01/11/2019,2019-11,07/11/2019
TOI-157 b,TOI-157,1,1,1,0,Transit,2020,2020-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200305932N/abstract target=ref>Nielsen et al. 2020</a>,2.0845435,0.03138,14.415,1.286,375.0394,1.18,Mass,0.686,0,1062,1588,82.01,0,5.785,0.11329,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200305932N/abstract target=ref>Nielsen et al. 2020</a>,G9 IV,5404,1.17,0.95,0.24,[Fe/H],0.02,4.28,12.82,0.842,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h54m48.35s,73.7014398,-76d40m50.18s,-76.6806061,355.683,12.725,10.892,12.5143,17/07/2020,2020-03,23/07/2020
TOI-1601 b,TOI-1601,1,1,1,0,Transit,2021,2021-01,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,5.331751,0.06864,13.888,1.239,314.6517,0.99,Mass,0.64,0.036,,1619,88.84,0,6.76,0.05827,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,,5948,2.19,1.52,0.329,[Fe/H],0.732,3.94,2.64,0.205,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m26.78s,38.361569,+41d00m48.36s,41.0134321,336.608,10.66,9.191,10.5276,25/02/2021,2021-01,04/03/2021
TOI-163 b,TOI-163,1,1,1,0,Transit,2019,2019-11,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,4.231306,0.058,16.69,1.489,387.7526,1.22,Mass,0.49,0,,1669,87.24,0,7.57,0.09082,,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,F,6495,1.65,1.44,0.22,[Fe/H],0.636,4.19,1.823,0.4518,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h19m04.38s,79.7682532,-71d53m43.90s,-71.8955269,411.719,11.467,10.124,11.2193,01/11/2019,2019-11,07/11/2019
TOI-169 b,TOI-169,1,1,1,0,Transit,2020,2020-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200305932N/abstract target=ref>Nielsen et al. 2020</a>,2.2554477,0.03524,12.173,1.086,251.40353,0.791,Mass,0.76,0,1443,1715,80.98,0,5.88,0.0866,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200305932N/abstract target=ref>Nielsen et al. 2020</a>,G1 V,5880,1.29,1.15,0.24,[Fe/H],0.253,4.28,4.7,0.756,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m06.89s,16.7786879,-75d11m56.20s,-75.1989452,407.84,12.355,10.815,12.2379,17/07/2020,2020-03,23/07/2020
TOI-172 b,TOI-172,1,1,1,0,Transit,2019,2019-05,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,9.47725,0.0914,10.817,0.965,1722.6386,5.42,Mass,7.53,0.3806,299,1198,88.2,0,11.09,0.05588,,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,,5645,1.78,1.13,0.148,[Fe/H],0.461,3.99,7.4,0.286,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h06m31.65s,316.6318791,-26d41m34.32s,-26.6928654,342.831,11.299,9.722,11.1927,29/03/2019,2019-05,28/03/2019
TOI-1728 b,TOI-1728,1,1,1,0,Transit,2020,2020-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614546K/abstract target=ref>Kanodia et al. 2020</a>,3.49151,0.0391,5.05,0.451,26.78,0.08426,Mass,1.14,0.057,57.78,767,88.31,0,13.48,0.074,,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614546K/abstract target=ref>Kanodia et al. 2020</a>,M0,3980,0.62,0.65,0.25,[Fe/H],-1.056,4.66,7.1,3.78,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m26.80s,120.6116787,+64d47m49.75s,64.7971531,60.798,12.39,8.803001,11.7294,02/07/2020,2020-06,09/07/2020
TOI-178 b,TOI-178,1,1,6,0,Transit,2021,2021-01,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,1.914558,0.02607,1.152,0.103,1.5,0.00472,Mass,5.4,,,1040,88.8,0,8.61,0.01623,,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,11.955,8.656,11.1523,12/03/2021,2021-01,18/03/2021
TOI-178 c,TOI-178,1,1,6,0,Transit,2021,2021-01,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,3.23845,0.037,1.669,0.149,4.77,0.01501,Mass,5.62,,,873,88.4,0,12.23,0.0235,,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,11.955,8.656,11.1523,12/03/2021,2021-01,18/03/2021
TOI-178 d,TOI-178,1,1,6,0,Transit,2021,2021-01,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,6.5577,0.0592,2.572,0.229,3.01,0.00947,Mass,0.976,,,690,88.58,0,19.57,0.03623,,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,11.955,8.656,11.1523,12/03/2021,2021-01,18/03/2021
TOI-178 e,TOI-178,1,1,6,0,Transit,2021,2021-01,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,9.961881,0.0783,2.207,0.197,3.86,0.01214,Mass,1.98,,,600,88.71,0,25.87,0.0311,,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,11.955,8.656,11.1523,12/03/2021,2021-01,18/03/2021
TOI-178 f,TOI-178,1,1,6,0,Transit,2021,2021-01,Multiple Locale,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,15.231915,0.1039,2.287,0.204,7.72,0.02429,Mass,3.6,,,521,88.723,0,34.33,0.0322,,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,11.955,8.656,11.1523,12/03/2021,2021-01,18/03/2021
TOI-178 g,TOI-178,1,1,6,0,Transit,2021,2021-01,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,20.7095,0.1275,2.87,0.256,3.94,0.0124,Mass,0.915,,,470,88.823,0,42.13,0.0404,,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316,0.65,0.65,-0.23,[Fe/H],-0.879,4.45,7.1,3.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,11.955,8.656,11.1523,12/03/2021,2021-01,18/03/2021
TOI-1899 b,TOI-1899,1,1,1,0,Transit,2020,2020-09,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,29.02,0.1587,12.89,1.15,209.7678,0.66,Mass,0.54,0.118,2.9,362,89.77,0,56.22,0.194,,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,M0,3841,0.61,0.63,0.31,[Fe/H],,4.67,7.4,3.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m42.44s,299.4268472,+40d08m36.05s,40.1433462,128.438,14.88,10.509,13.5553,04/01/2021,2020-09,11/01/2021
TOI-201 b,TOI-201,1,1,1,0,Transit,2021,2021-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210302685H/abstract target=ref>Hobson et al. 2021</a>,52.97818,0.3,11.299,1.008,133.4886,0.42,Mass,,0.28,,759,,0,,,,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210302685H/abstract target=ref>Hobson et al. 2021</a>,F6 V,6394,1.32,1.32,0.24,[Fe/H],0.415,4.32,0.87,0.81,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h49m36.43s,87.4017825,-54d54m37.52s,-54.910423,113.825,9.07,7.846,8.94004,25/03/2021,2021-03,01/04/2021
TOI-216.01,TOI-216,1,1,2,0,Transit,2019,2019-07,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,34.556,0.2069,11.29,1.007,200,0.62927,Mass,0.76,0.029,10.1,497,89.83,1,53.18,0.1235,,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,,5026,0.84,0.87,0.32,[M/H],,4.66,,2.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.945,12.324,10.218,12.1631,07/05/2019,2019-07,09/05/2019
TOI-216.02,TOI-216,1,1,2,0,Transit,2019,2019-07,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,17.089,0.1293,7.69,0.686,30,0.09439,Mass,0.34,0.132,25.9,628,88.364,1,33.25,0.0833,,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,,5026,0.84,0.87,0.32,[M/H],,4.66,,2.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.945,12.324,10.218,12.1631,07/05/2019,2019-07,09/05/2019
