pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,ttv_flag,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
Kepler-425 b,Kepler-425,1,1,1,0,Transit,2014,2014-12,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.79701816,0.0464,10.962,0.978,79.45,0.25,Mass,0.27,0.33,,1070,87.02,0,11.6,0.1168,,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,K1 V,5170,0.86,0.93,0.24,[Fe/H],-0.323,4.54,5,1.448,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m25.91s,290.3579781,+40d34m03.71s,40.5676965,646.647,14.845,12.806,14.7301,03/10/2014,2014-12,03/10/2014
Kepler-426 b,Kepler-426,1,1,1,0,Transit,2014,2014-12,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.21751883,0.0414,12.22,1.09,108.06,0.34,Mass,0.26,0.18,,1300,85.74,0,9.67,0.1221,,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,G1 V,5725,0.92,0.91,-0.21,[Fe/H],-0.089,4.47,6,1.17,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m44.32s,289.4346668,+49d28m24.44s,49.473455,843.695,15.032,13.212,14.8069,03/10/2014,2014-12,03/10/2014
Kepler-427 b,Kepler-427,1,1,1,0,Transit,2014,2014-12,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,10.290994,0.091,13.79,1.23,92.17,0.29,Mass,0.16,0.57,,1100,89.5,0,14.2,0.0913,,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,G2 V,5800,1.35,0.96,-0.19,[Fe/H],0.29,4.14,7,0.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m01.10s,288.2545808,+43d42m17.42s,43.7048379,1017.8,14.301,12.777,14.1964,03/10/2014,2014-12,03/10/2014
Kepler-428 b,Kepler-428,1,1,1,0,Transit,2014,2014-12,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.52563254,0.0433,12.11,1.08,403.63,1.27,Mass,1.02,0.22,,1070,89.36,0,11.65,0.1384,,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,K1 V,5150,0.8,0.87,0.09,[Fe/H],-0.39,4.57,5,1.704,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m19.62s,290.5817432,+40d34m38.32s,40.5773106,686.284,15.362,13.234,15.2218,03/10/2014,2014-12,03/10/2014
Kepler-433 b,Kepler-433,1,1,1,0,Transit,2015,2015-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,5.33408384,0.0679,16.25,1.45,896.24,2.82,Mass,1.13,0.119,,1776,89.21,0,6.44,0.0659,,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,,6360,2.26,1.46,-0.01,[Fe/H],0.88,3.89,2.67,0.177,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m22.47s,297.5936232,+40d58m38.12s,40.9772546,1878.31,14.717,12.826,14.4163,14/01/2015,2015-03,14/01/2015
Kepler-434 b,Kepler-434,1,1,1,0,Transit,2015,2015-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,12.8747099,0.1143,12.67,1.13,908.96,2.86,Mass,2.4,0.131,,1000,86.46,0,17.9,0.0835,,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,,5977,1.38,1.2,0.25,[Fe/H],0.33,4.24,4,0.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m20.73s,293.5863887,+42d55m43.90s,42.9288624,1222.54,14.49,13.039,14.4999,14/01/2015,2015-03,14/01/2015
Kepler-44 b,Kepler-44,1,1,1,0,Transit,2011,2012-02,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,3.2467293,0.0446,12.22,1.09,317.82,1,Mass,0.93,0.066,,1544,84.96,0,7.07,0.0828,,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,G2 IV,5800,1.35,1.12,0.15,[Fe/H],,4.22,5.8,0.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188,14.803,12.878,14.6901,29/01/2015,2015-03,29/01/2015
Kepler-45 b,Kepler-45,1,1,1,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....143..111J/abstract target=ref> Johnson et al. 2012 </a>,2.455239,0.03,10.76,0.96,160.497,0.505,Mass,0.8,0.11,,1000,87,0,10.6,0.179,,<a refstr=JOHNSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....143..111J/abstract target=ref> Johnson et al. 2012 </a>,M,3820,0.55,0.59,0.28,[Fe/H],,4.7,0.5,4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m29.50s,292.8729292,+41d03m51.02s,41.0641727,381.949,16.744,12.892,15.9804,14/05/2014,2012-05,14/05/2014
Kepler-46 b,Kepler-46,1,1,3,0,Transit,2012,2012-06,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=NESVORNY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...336.1133N/abstract target=ref> Nesvorn&yacute; et al. 2012 </a>,33.60134,0.1968,9.057,0.808,1907,6,Mass,14,0.01,,543,89.038,1,45.1,0.0887,,<a refstr=NESVORNY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...336.1133N/abstract target=ref> Nesvorn&yacute; et al. 2012 </a>,,5155,0.94,0.9,0.41,[M/H],-0.255,4.45,9.7,1.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m04.50s,289.2687388,+42d36m15.05s,42.6041819,777.06,15.312,13.347,15.2548,14/05/2014,2012-06,14/05/2014
Kepler-51 b,Kepler-51,1,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=MASUDA_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783...53M/abstract target=ref> Masuda 2014 </a>,45.154,0.2514,7.1,0.633,2.1,0.007,Mass,0.03,0.04,,543,,1,61.5,0.07414,,<a refstr=MASUDA_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783...53M/abstract target=ref> Masuda 2014 </a>,,6018,0.94,1.04,,,,4.51,0.3,2.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.831,14.885,13.197,14.6777,14/05/2014,2014-03,14/05/2014
Kepler-51 c,Kepler-51,1,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=MASUDA_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783...53M/abstract target=ref> Masuda 2014 </a>,85.312,0.384,9,0.803,4,0.013,Mass,0.03,0.014,,439,,1,94.1,0.094,,<a refstr=MASUDA_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783...53M/abstract target=ref> Masuda 2014 </a>,,6018,0.94,1.04,,,,4.51,0.3,2.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.831,14.885,13.197,14.6777,14/05/2014,2014-03,14/05/2014
Kepler-51 d,Kepler-51,1,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=MASUDA_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783...53M/abstract target=ref> Masuda 2014 </a>,130.194,0.509,9.7,0.865,7.6,0.024,Mass,0.046,0.008,,381,,1,124.7,0.10141,,<a refstr=MASUDA_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783...53M/abstract target=ref> Masuda 2014 </a>,,6018,0.94,1.04,,,,4.51,0.3,2.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.831,14.885,13.197,14.6777,14/05/2014,2014-03,14/05/2014
Kepler-538 b,Kepler-538,1,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=MAYO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..165M/abstract target=ref>Mayo et al. 2019</a>,81.73778,0.4669,2.215,0.198,10.6,0.03335,Mass,5.4,0.041,2.99,380,89.73,0,87.5,0.02329,,<a refstr=MAYO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..165M/abstract target=ref>Mayo et al. 2019</a>,,5547,0.87,0.89,-0.03,[m/H],,4.51,5.3,1.902,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m56.77s,297.4865503,+49d37m24.23s,49.6233975,155.956,11.27,9.645001,11.1647,20/09/2019,2019-10,26/09/2019
Kepler-539 b,Kepler-539,1,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,125.63243,0.4988,8.373,0.747,308.2951,0.97,Mass,2.9,0.39,,388,89.845,1,94.60738,,,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,G2 V,5820,0.95,1.05,-0.01,[Fe/H],,4.5,,1.713,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.318,12.444,10.915,12.379,06/05/2016,2016-05,10/05/2016
Kepler-74 b,Kepler-74,1,1,1,0,Transit,2013,2013-06,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,7.340711,0.0781,10.76,0.96,200.22,0.63,Mass,0.88,0,,1078,87.46,0,15.47,0.0912,,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,F8 V,6000,1.12,1.18,0.42,[Fe/H],,4.44,0.8,1.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m22.21s,293.0925275,+41d21m19.83s,41.3555095,1177.55,14.487,12.958,14.3652,29/01/2015,2015-03,29/01/2015
Kepler-75 b,Kepler-75,1,1,1,0,Transit,2013,2013-06,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,8.8849116,0.0818,11.77,1.05,3209.9,10.1,Mass,11,0.57,,767,89.12,0,19.77,0.1212,,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,K0 V,5200,0.89,0.91,0.3,[Fe/H],,4.5,6.2,1.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m33.03s,291.1376203,+36d34m38.44s,36.5773443,835.356,15.414,13.118,15.1789,29/01/2015,2015-03,29/01/2015
Kepler-77 b,Kepler-77,1,1,1,0,Transit,2013,2013-09,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...557A..74G/abstract target=ref> Gandolfi et al. 2013 </a>,3.57878087,0.04501,10.761,0.96,136.661,0.43,Mass,0.603,0,,1440,88,0,9.764,0.09924,,<a refstr=GANDOLFI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...557A..74G/abstract target=ref> Gandolfi et al. 2013 </a>,G5 V,5520,0.99,0.95,0.2,[M/H],,4.42,7.5,1.365,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411,14.152,12.361,13.9172,14/05/2014,2013-09,14/05/2014
Kepler-87 b,Kepler-87,1,1,2,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,114.73635,0.481,13.49,1.204,324.2,1.02,Mass,0.729,0.036,,478,89.274,1,57.4,0.06855,,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,,5600,1.82,1.1,-0.17,[Fe/H],,3.96,7.5,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146,1232.9,14.681,12.981,14.5869,14/05/2014,2014-01,14/05/2014
Kepler-87 c,Kepler-87,1,1,2,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,191.2318,0.676,6.14,0.548,6.4,0.02,Mass,0.152,0.039,,403,89.588,1,80.7,0.03123,,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,,5600,1.82,1.1,-0.17,[Fe/H],,3.96,7.5,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146,1232.9,14.681,12.981,14.5869,14/05/2014,2014-01,14/05/2014
L 168-9 b,L 168-9,1,1,1,0,Transit,2020,2020-04,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..58A/abstract target=ref>Astudillo-Defru et al. 2020</a>,1.4015,0.02091,1.39,0.124,4.6,0.01447,Mass,9.6,0.21,,965,85.5,0,7.61,0.0212,,<a refstr=ASTUDILLO_DEFRU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..58A/abstract target=ref>Astudillo-Defru et al. 2020</a>,M1 V,3800,0.6,0.62,0.04,[Fe/H],-1.172,4.04,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m06.86s,350.0285917,-60d03m56.63s,-60.0657292,25.1496,11.005,7.082,10.2316,06/02/2020,2020-04,13/02/2020
L 98-59 b,L 98-59,1,1,3,0,Transit,2019,2019-07,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,2.2531,0.02282,0.8,0.071,1.01,0.00318,Mass,12.7,0.12,,610,,0,,,,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,M3 V,3412,0.31,0.31,-0.5,[Fe/H],,4.94,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,11.685,7.101,10.5976,10/04/2020,2019-09,16/04/2020
L 98-59 c,L 98-59,1,1,3,0,Transit,2019,2019-07,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,3.6904,0.0317,1.35,0.12,2.42,0.00761,Mass,5.4,0.07,,517,,0,,,,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,M3 V,3412,0.31,0.31,-0.5,[Fe/H],,4.94,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,11.685,7.101,10.5976,10/04/2020,2019-09,16/04/2020
L 98-59 d,L 98-59,1,1,3,0,Transit,2019,2019-07,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,7.4512,0.0506,1.57,0.14,2.31,0.00727,Mass,3.3,0.09,,409,,0,,,,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,M3 V,3412,0.31,0.31,-0.5,[Fe/H],,4.94,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,11.685,7.101,10.5976,10/04/2020,2019-09,16/04/2020
LHS 1140 b,LHS 1140,1,1,2,0,Transit,2017,2017-04,Ground,MEarth Project,0.4 m MEarth Telescope,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,24.73694,0.0957,1.635,0.146,6.38,0.02007,Mass,8.04,0.096,,379,89.877,0,96.4,,,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,,,0.21,0.19,,,-0.321,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,14.9861,14.15,8.821,12.6706,17/05/2021,2020-10,17/05/2021
LHS 1140 c,LHS 1140,1,1,2,0,Transit,2018,2019-01,Multiple Locales,Multiple Observatories,Multiple Telescopes,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,3.77792,0.02734,1.169,0.104,1.76,0.00554,Mass,6.07,0.274,,709,89.913,0,27.53,,,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,,,0.21,0.19,,,-0.321,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,14.9861,14.15,8.821,12.6706,17/05/2021,2020-10,17/05/2021
LP 714-47 b,LP 714-47,1,1,1,0,Transit,2020,2020-11,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201101716D/abstract target=ref>Dreizler et al. 2020</a>,4.052037,0.0417,4.7,0.419,30.8,0.09691,Mass,1.7,0.04,,700,87.3,0,15.9,0.0751,,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201101716D/abstract target=ref>Dreizler et al. 2020</a>,M0.0 V,3950,0.58,0.59,0.41,[Fe/H],-1.125,4.64,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m45.65s,64.1902212,-12d05m05.51s,-12.0848643,52.616,12.492,8.626,11.7282,10/12/2020,2020-11,17/12/2020
LTT 1445 A b,LTT 1445 A,1,3,1,0,Transit,2019,2019-10,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,5.35882,0.03807,1.38,0.123,2.2,0.00692,Mass,4.4,0.19,,433,89.4,0,29.6,0.0458,,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,,3337,0.28,0.26,-0.34,[Fe/H],,4.97,,17.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929,10.59,6.496,10.0469,09/08/2019,2019-10,15/08/2019
LTT 3780 b,LTT 3780,1,2,2,0,Transit,2020,2020-07,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,0.768448,0.01211,1.332,0.119,2.62,0.00824,Mass,6.1,0,106,892,87.1,0,7.03,0.033,,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,M4 V,3331,0.37,0.4,0.28,[Fe/H],,4.9,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,21.9814,13.14,8.204001,11.8465,28/05/2020,2020-07,04/06/2020
LTT 3780 c,LTT 3780,1,2,2,0,Transit,2020,2020-07,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,12.2519,0.07673,2.3,0.205,8.6,0.02706,Mass,3.9,0.06,2.63,353,89.18,0,44.6,0.057,,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,M4 V,3331,0.37,0.4,0.28,[Fe/H],,4.9,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,21.9814,13.14,8.204001,11.8465,28/05/2020,2020-07,04/06/2020
