pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_facility,disc_telescope,disc_instrument,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
OGLE-TR-56 b,OGLE-TR-56,1,1,1,Transit,2002,2003-01,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,1.2119189,0.02383,15.278,1.363,441.77,1.39000,Mass,0.68,,,2212,0,0.8170,0.916800,,3.740000,0.10270,,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,6050.00,,,,,0.350,,,,<a refstr=UDALSKI_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002AcA....52..115U/abstract target=ref> Udalski et al. 2002 </a>,17h56m35.51s,269.1479583,-29d32m21.2s,-29.5392222,,15.3000000,,,2014-05-14,2008-04,2014-05-14
OGLE2-TR-L9 b,OGLE2-TR-L9,0,1,1,Transit,2008,2009-04,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.485533,0.0404,18.091,1.614,1379.3822,4.34000,Mass,1.37,,,2039,0,,,,5.777000,,,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,6933.00,1.50,1.42,-0.050,[Fe/H],,4.24,1.000,0.5890,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h07m55.17s,166.9798793,-61d08m46.50s,-61.1462496,1627.6300000,14.7180000,13.1170000,14.5637000,2016-01-12,2010-11,2016-01-14
OGLE2-TR-L9 b,OGLE2-TR-L9,0,1,1,Transit,2008,2009-04,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,2.48553417,0.04047,18.304,1.633,1398.452,4.40000,Mass,1.25,,,2034,0,,,,5.807200,,,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6933.00,1.50,1.43,-0.050,[Fe/H],,4.24,1.000,0.5970,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h07m55.17s,166.9798793,-61d08m46.50s,-61.1462496,1627.6300000,14.7180000,13.1170000,14.5637000,2016-01-12,2012-10,2016-01-14
Qatar-1 b,Qatar-1,1,1,1,Transit,2010,2011-10,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=COLLINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...78C/abstract target=ref>Collins et al. 2017</a>,1.4200242,0.02332,12.812,1.143,411.27202,1.29400,Mass,1.076,0.000000,,1418,0,0.6450,2.140000,1.6610400,6.247000,0.14629,,<a refstr=COLLINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...78C/abstract target=ref>Collins et al. 2017</a>,,5013.00,0.80,0.84,0.171,[Fe/H],-0.438,4.55,,2.2860,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h13m31.65s,303.3818697,+65d09m44.39s,65.1623313,185.6150000,12.6920000,10.4090000,12.4764000,2016-09-14,2017-02,2016-09-15
Qatar-1 b,Qatar-1,0,1,1,Transit,2010,2011-10,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=COVINO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...554A..28C/abstract target=ref>Covino et al. 2013</a>,1.42002504,0.02343,13.227,1.180,422.7139,1.33000,Mass,1.1,0.000000,,1389,0,0.6750,2.280000,1.6272000,6.246000,0.15130,,<a refstr=COVINO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...554A..28C/abstract target=ref>Covino et al. 2013</a>,,4910.00,0.80,0.85,0.200,[Fe/H],,4.55,4.500,2.2800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h13m31.65s,303.3818697,+65d09m44.39s,65.1623313,185.6150000,12.6920000,10.4090000,12.4764000,2016-11-30,2013-06,2016-12-01
Qatar-1 b,Qatar-1,0,1,1,Transit,2010,2011-10,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>,1.42002586,0.02313,12.801,1.142,410.95419,1.29300,Mass,1.08,,,1388,0,,,,6.250000,0.14750,,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>,,4910.00,0.80,0.82,0.200,[Fe/H],,4.55,1.190,2.2840,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h13m31.65s,303.3818697,+65d09m44.39s,65.1623313,185.6150000,12.6920000,10.4090000,12.4764000,2016-09-14,2015-04,2015-04-16
Qatar-10 b,Qatar-10,1,1,1,Transit,2019,2019-06,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,1.645321,0.0286,17.295,1.543,233.92288,0.73600,Mass,0.248,0.000000,,1955,0,0.3790,,2.7720000,4.900000,0.12650,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,F7 V,6124.00,1.25,1.16,0.016,[Fe/H],0.300,4.30,3.200,0.8230,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m46.54s,284.4439052,+69d34m15.01s,69.5708373,559.0680000,12.8680000,11.3820000,12.6978000,2019-04-30,2019-06,2019-05-02
Qatar-2 b,Qatar-2,0,1,1,Transit,2011,2012-05,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=MO__X10D_NIK_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471..394M/abstract target=ref>Mo&#x10D;nik et al. 2017</a>,1.33711677,0.02136,12.498,1.115,783.76878,2.46600,Mass,2.356,0.000000,,1285,0,0.1150,2.665870,1.8098160,,,,<a refstr=MO__X10D_NIK_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471..394M/abstract target=ref>Mo&#x10D;nik et al. 2017</a>,,,0.70,0.73,,,,,,2.9470,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m37.32s,207.6554928,-06d48m14.66s,-6.8040714,181.3740000,13.4430000,10.6190000,13.0276000,2018-06-06,2017-10,2018-05-31
Qatar-2 b,Qatar-2,1,1,1,Transit,2011,2012-05,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M/abstract target=ref>Mancini et al. 2014</a>,1.33711647,0.02153,14.056,1.254,792.635,2.49400,Mass,1.573,0.000000,,1344,0,,,,,0.16590,,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M/abstract target=ref>Mancini et al. 2014</a>,,4645.00,0.78,0.74,0.020,[m/H],,4.53,5.000,2.2410,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m37.32s,207.6554928,-06d48m14.66s,-6.8040714,181.3740000,13.4430000,10.6190000,13.0276000,2014-11-05,2014-09,2014-11-05
Qatar-2 b,Qatar-2,0,1,1,Transit,2011,2012-05,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=BRYAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5912B/abstract target=ref> Bryan et al. 2011 </a>,1.3371182,0.02149,12.823,1.144,790.41,2.48700,Mass,2.208,0.000000,,1292,0,0.1900,2.725000,1.8096000,,,,<a refstr=BRYAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5912B/abstract target=ref> Bryan et al. 2011 </a>,,4645.00,0.71,0.74,0.020,[m/H],,4.60,,2.8900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m37.32s,207.6554928,-06d48m14.66s,-6.8040714,181.3740000,13.4430000,10.6190000,13.0276000,2014-11-05,2012-05,2014-11-05
Qatar-3 b,Qatar-3,1,1,1,Transit,2017,2017-04,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,2.5079204,0.03783,12.285,1.096,1369.8473,4.31000,Mass,4.0,0.000000,1330.00,1681,0,0.3500,0.789000,3.1104000,6.390000,0.08880,,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,G0 V,6007.00,1.27,1.15,-0.041,[Fe/H],0.279,4.29,0.310,0.7800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h56m36.47s,359.1519716,+36d12m46.64s,36.2129562,735.6010000,12.9290000,11.2190000,12.8203000,2017-04-24,2017-04,2017-04-27
Qatar-4 b,Qatar-4,1,1,1,Transit,2017,2017-04,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,1.8053564,0.02803,12.722,1.135,1938.763,6.10000,Mass,5.1,0.000000,614.00,1385,0,0.3100,1.902000,2.1384000,7.110000,0.13790,,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,K1 V,5215.00,0.85,0.9,0.103,[Fe/H],-0.318,4.53,0.170,2.0700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h19m26.23s,4.8592750,+44d01m39.35s,44.0275965,329.0360000,13.5740000,11.5190000,13.4114000,2017-04-24,2017-04,2017-04-27
Qatar-5 b,Qatar-5,1,1,1,Transit,2017,2017-04,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,2.8792319,0.04127,12.408,1.107,1373.0256,4.32000,Mass,3.95,0.000000,669.00,1415,0,0.1800,1.126000,2.9088000,8.270000,0.10610,,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,G2 V,5747.00,1.08,1.13,0.377,[Fe/H],0.056,4.43,0.530,1.2860,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h28m12.94s,7.0539375,+42d03m40.84s,42.0613451,367.6580000,12.6140000,10.9560000,12.5241000,2017-04-24,2017-04,2017-04-27
Qatar-7 b,Qatar-7,1,1,1,Transit,2019,2019-02,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...74A/abstract target=ref>Alsubai et al. 2019</a>,2.032046,0.0352,19.055,1.700,597.5204,1.88000,Mass,0.502,0.000000,,2053,0,0.0800,,3.5784000,4.840000,0.11000,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...74A/abstract target=ref>Alsubai et al. 2019</a>,F4 V,6387.00,1.56,1.41,0.276,[Fe/H],0.563,4.20,1.690,0.5210,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m03.63s,358.5151344,+37d01m18.57s,37.0218242,705.9810000,13.1340000,11.5610000,12.9275000,2020-05-01,2019-02,2020-05-07
Qatar-8 b,Qatar-8,1,1,1,Transit,2019,2019-06,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,3.71495,0.0474,14.404,1.285,117.91493,0.37100,Mass,0.216,0.000000,,1457,0,0.0960,,4.0272000,7.761000,0.10050,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,G0 V,5738.00,1.31,1.03,0.025,[Fe/H],0.228,4.21,8.300,0.6410,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h29m38.96s,157.4123405,+70d31m37.50s,70.5270835,281.4980000,11.7100000,9.9370000,11.3494000,2019-04-30,2019-06,2019-05-02
Qatar-9 b,Qatar-9,1,1,1,Transit,2019,2019-06,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,Published Confirmed,0,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,1.540731,0.0234,11.31,1.009,378.2177,1.19000,Mass,1.43,0.000000,,1134,0,0.0970,,1.8672000,7.236000,0.14890,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,K5 V,4309.00,0.70,0.72,0.252,[Fe/H],-0.821,4.61,7.500,3.0150,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m59.54s,160.7480950,+60d57m50.83s,60.9641194,213.7710000,14.0230000,11.1040000,13.6871000,2019-04-30,2019-06,2019-05-02
TIC 237913194 b,TIC 237913194,1,1,1,Transit,2020,2020-12,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,15.168865,0.1207,12.52,1.117,617.22586,1.94200,Mass,1.847,0.575000,,974,0,0.9000,,,23.850000,0.10310,,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,G3,5788.00,1.09,1.03,0.140,[Fe/H],0.078,4.38,5.700,1.0760,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h29m46.99s,22.4458116,-60d44m23.67s,-60.7399096,306.0630000,12.1440000,10.4850000,11.9371000,2020-12-10,2020-12,2020-12-17
TOI-1130 c,TOI-1130,1,1,2,Transit,2020,2020-03,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,8.350381,0.07098,16.814,1.500,309.56642,0.97400,Mass,0.38,0.047000,,637,0,0.9950,,2.0200000,22.210000,0.21800,,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,K7,4250.00,0.69,0.68,0.200,[Fe/H],-0.854,4.60,8.200,2.9700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609000,11.5950000,8.3510000,10.9028000,2020-03-26,2020-03,2020-04-02
TOI-1231 b,TOI-1231,1,1,1,Transit,2021,2021-05,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210508077B/abstract target=ref>Burt et al. 2021</a>,24.245586,0.1288,3.65,0.326,15.4,0.04845,Mass,1.74,0.087000,1930.00,330,0,0.2700,0.492000,3.2400000,58.100000,0.07010,,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210508077B/abstract target=ref>Burt et al. 2021</a>,M3 V,3553.00,0.48,0.48,0.041,[Fe/H],-1.487,4.77,,6.3100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h26m59.34s,156.7472600,-52d28m04.34s,-52.4678724,27.6227000,12.3600000,8.0690000,11.3600000,2021-06-02,2021-05,2021-06-02
TOI-1235 b,TOI-1235,1,1,1,Transit,2020,2020-07,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,3.444717,0.03826,1.694,0.151,5.9,0.01856,Mass,6.7,,60.30,775,0,0.2500,,2.0940000,13.290000,0.02508,,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,M0.5 V,3997.00,0.62,0.63,0.330,[Fe/H],-1.054,4.64,5.300,3.7400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.6345000,11.4950000,7.8930000,10.8492000,2021-05-17,2020-07,2021-05-17
TOI-1235 b,TOI-1235,0,1,1,Transit,2020,2020-07,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...22C/abstract target=ref>Cloutier et al. 2020</a>,3.444729,0.03845,1.738,0.155,6.91,0.02174,Mass,7.4,0.150000,53.60,754,0,0.4500,0.064500,1.8400000,13.200000,0.02540,,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...22C/abstract target=ref>Cloutier et al. 2020</a>,,3872.00,0.63,0.64,0.050,[Fe/H],-1.097,4.65,,3.6100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.6345000,11.4950000,7.8930000,10.8492000,2020-05-28,2020-07,2020-06-04
TOI-125 b,TOI-125,1,1,3,Transit,2019,2019-11,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,4.65382,0.05186,2.726,0.243,9.5,0.02989,Mass,2.57,0.194000,185.00,1037,0,0.2700,0.087000,2.9616000,13.160000,0.02950,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],-0.285,4.52,6.800,1.9900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,11.0230000,8.9950000,10.7180000,2020-02-06,2020-03,2020-02-13
TOI-125 c,TOI-125,1,1,3,Transit,2019,2019-11,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,9.15059,0.0814,2.759,0.246,6.63,0.02086,Mass,1.73,0.066000,77.59,828,0,0.5220,0.089100,2.9544000,20.660000,0.02985,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],-0.285,4.52,6.800,1.9900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,11.0230000,8.9950000,10.7180000,2020-02-06,2020-03,2020-02-13
TOI-125 d,TOI-125,1,1,3,Transit,2020,2020-03,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,19.98,0.137,2.93,0.261,13.6,0.04279,Mass,2.98,0.168000,26.70,638,0,0.6520,0.100000,3.1128000,34.770000,0.03170,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],-0.285,4.52,6.800,1.9900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,11.0230000,8.9950000,10.7180000,2020-02-06,2020-03,2020-02-13
TOI-132 b,TOI-132,1,1,1,Transit,2020,2020-03,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,2.1097019,0.026,3.42,0.305,22.4,0.07048,Mass,3.08,0.059000,860.00,1395,0,0.5330,,,6.362000,,,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,G8 V,5397.00,0.90,0.97,0.160,[Fe/H],-0.222,4.48,6.340,1.8900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m35.92s,338.3996623,-43d26m12.74s,-43.4368720,163.6780000,11.1970000,9.6460000,11.3208000,2020-02-21,2020-03,2020-02-27
TOI-1333 b,TOI-1333,1,2,1,Transit,2021,2021-01,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,4.720219,0.0626,15.648,1.396,753.2571,2.37000,Mass,1.08,0.073000,,1679,0,0.5040,0.555000,4.6416000,6.980000,0.07450,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,,6274.00,1.93,1.46,0.119,[Fe/H],0.713,4.03,2.330,0.2890,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674,200.4920000,9.4380000,8.2720000,9.3503900,2021-02-25,2021-01,2021-03-04
TOI-1478 b,TOI-1478,1,1,1,Transit,2021,2021-01,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,10.180249,0.0903,11.882,1.060,270.47333,0.85100,Mass,0.88,0.024000,,918,0,0.4810,1.083000,4.1664000,18.540000,0.10400,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R/abstract target=ref>Rodriguez et al. 2021</a>,,5597.00,1.05,0.95,0.078,[Fe/H],-0.013,4.37,9.100,1.1600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m44.10s,126.4337428,-13d33m34.37s,-13.5595485,152.8920000,10.7230000,9.2010000,10.6624000,2021-02-25,2021-01,2021-03-04
