pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_facility,disc_telescope,disc_instrument,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
HATS-18 b,HATS-18,1,1,1,Transit,2016,2016-11,Multiple Observatories,Multiple Telescopes,Multiple Instruments,Published Confirmed,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,0.83784,0.0174,14.897,1.329,629.14449,1.97950,Mass,1.1169,,,2069,0,0.3000,,1.9440000,3.658000,0.13200,,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,5600.00,1.02,1.04,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m49.78s,173.9574203,-29d09m21.83s,-29.1560639,624.3680000,14.1880000,12.2890000,13.8786000,2019-07-08,2019-07,2019-07-11
HATS-18 b,HATS-18,0,1,1,Transit,2016,2016-11,Multiple Observatories,Multiple Telescopes,Multiple Instruments,Published Confirmed,0,<a refstr=PENEV_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..127P/abstract target=ref>Penev et al. 2016</a>,0.8378434,0.01761,14.986,1.337,629.3034,1.98000,Mass,1.02,0.166000,2990.00,2060,0,0.2900,,1.8926400,3.710000,0.13470,,<a refstr=PENEV_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..127P/abstract target=ref>Penev et al. 2016</a>,G V,5600.00,1.02,1.04,0.280,[Fe/H],-0.032,4.44,4.200,1.3700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m49.78s,173.9574203,-29d09m21.83s,-29.1560639,624.3680000,14.1880000,12.2890000,13.8786000,2019-07-19,2016-11,2019-07-25
HATS-2 b,HATS-2,1,1,1,Transit,2013,2013-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=MOHLER_FISCHER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..55M/abstract target=ref> Mohler-Fischer et al. 2013 </a>,1.354133,0.023,13.092,1.168,427.463,1.34500,Mass,1.05,0.000000,,1577,0,0.2710,,2.0688000,5.500000,0.13350,,<a refstr=MOHLER_FISCHER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..55M/abstract target=ref> Mohler-Fischer et al. 2013 </a>,K,5227.00,0.90,0.88,0.150,[Fe/H],-0.268,4.48,9.700,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m57.32s,176.7388264,-22d33m46.83s,-22.5630097,341.9250000,13.5650000,11.3860000,13.3419000,2014-05-14,2013-10,2014-05-14
HATS-22 b,HATS-22,1,1,1,Transit,2017,2017-06,HATSouth,Multiple Telescopes,Multiple Instruments,Published Confirmed,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,4.7228124,0.05025,10.682,0.953,870.8542,2.74000,Mass,3.89,0.079000,,858,0,0.5360,,2.1912000,15.700000,0.14260,,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,K V,4803.00,0.69,0.76,0.000,[Fe/H],-0.646,4.64,,3.2800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m02.37s,174.0098693,-29d32m36.11s,-29.5433642,229.5180000,13.3970000,10.9420000,13.1225000,2017-03-14,2017-06,2017-03-16
HATS-23 b,HATS-23,1,1,1,Transit,2017,2017-06,HATSouth,Multiple Telescopes,Multiple Instruments,Published Confirmed,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,2.1605156,0.03397,20.849,1.860,467.2101,1.47000,Mass,0.29,0.114000,,1654,0,0.9490,,1.8048000,6.080000,0.15900,,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,G V,5780.00,1.20,1.12,0.280,[Fe/H],0.155,4.33,4.200,0.9100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m28.02s,286.3667500,-50d04m02.46s,-50.0673496,639.0040000,13.8400000,12.2620000,13.7520000,2017-03-14,2017-06,2017-03-16
HATS-24 b,HATS-24,0,1,1,Transit,2017,2017-06,HATSouth,Multiple Telescopes,Multiple Instruments,Published Confirmed,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,1.3484954,0.02547,16.668,1.487,775.5052,2.44000,Mass,0.92,0.242000,,2067,0,0.2760,,2.4192000,4.670000,0.13070,,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,F V,6346.00,1.17,1.21,0.000,[Fe/H],0.292,4.38,0.880,1.0590,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h55m33.77s,268.8907069,-61d44m50.64s,-61.7474000,494.1820000,12.9150000,11.3820000,12.6911000,2019-07-08,2017-06,2017-03-16
HATS-24 b,HATS-24,1,1,1,Transit,2017,2017-06,HATSouth,Multiple Telescopes,Multiple Instruments,Published Confirmed,0,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,1.3484978,0.0238,15.637,1.395,718.2958,2.26000,Mass,1.03,0.000000,,2166,0,,,,4.561000,0.12801,,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,,6125.00,1.12,1.07,-0.229,[Fe/H],0.190,4.37,3.700,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h55m33.77s,268.8907069,-61d44m50.64s,-61.7474000,494.1820000,12.9150000,11.3820000,12.6911000,2019-07-08,2019-02,2019-07-11
HATS-25 b,HATS-25,1,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.2986432,0.05163,14.123,1.260,194.82979,0.61300,Mass,0.38,0.176000,,1277,0,0.5380,,3.2040000,10.030000,0.11710,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5715.00,1.11,0.99,0.020,[Fe/H],0.068,4.35,7.500,1.0300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h51m37.84s,207.9076746,-23d46m52.47s,-23.7812403,471.1580000,13.1720000,11.4160000,12.9353000,2016-06-08,2016-10,2016-06-09
HATS-26 b,HATS-26,1,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.3023881,0.04735,19.616,1.750,206.5895,0.65000,Mass,0.153,0.245000,,1918,0,0.3300,,5.2152000,5.010000,0.08790,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,F,6071.00,2.04,1.3,-0.020,[Fe/H],0.704,3.94,4.040,0.2180,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h39m42.45s,144.9268593,-28d35m08.16s,-28.5856004,861.8430000,13.0060000,11.4350000,12.8431000,2016-06-08,2016-10,2016-06-09
HATS-27 b,HATS-27,1,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.637038,0.0611,16.814,1.500,168.4499,0.53000,Mass,0.18,0.581000,,1659,0,0.3600,,4.8312000,7.550000,0.08950,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,F,6438.00,1.74,1.42,0.090,[Fe/H],0.669,4.11,2.300,0.3790,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h54m12.59s,193.5524603,-46d35m15.78s,-46.5877159,816.9880000,12.7820000,11.5500000,12.6792000,2016-06-08,2016-10,2016-06-09
HATS-28 b,HATS-28,1,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.1810781,0.04131,13.384,1.194,213.58176,0.67200,Mass,0.48,0.202000,,1253,0,0.6430,,2.3544000,9.630000,0.13310,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5498.00,0.92,0.93,0.010,[Fe/H],-0.157,4.48,6.200,1.6700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m35.94s,284.3997616,-49d08m18.65s,-49.1385126,535.3830000,13.9810000,12.0860000,13.7929000,2016-06-08,2016-10,2016-06-09
HATS-29 b,HATS-29,1,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.6058749,0.05475,14.022,1.251,207.54299,0.65300,Mass,0.411,0.158000,,1212,0,0.5020,,3.2112000,10.960000,0.12010,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5670.00,1.07,1.03,0.160,[Fe/H],0.029,4.39,5.500,1.1700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m23.16s,285.0965172,-54d53m36.03s,-54.8933408,353.8910000,12.6200000,10.8770000,12.4594000,2016-06-08,2016-10,2016-06-09
HATS-3 b,HATS-3,1,1,1,Transit,2013,2013-11,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,3.547851,0.0485,15.48,1.381,340.382,1.07100,Mass,0.51,0.000000,,1648,0,0.4970,,3.5856000,7.420000,0.10110,,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,F,6351.00,1.40,1.21,-0.157,[Fe/H],0.456,4.22,3.200,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m49.80s,312.4574879,-24d25m43.30s,-24.4286938,411.2110000,12.4330000,10.6940000,11.8914000,2018-10-24,2013-11,2014-05-14
HATS-30 b,HATS-30,1,2,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.1743516,0.04354,13.171,1.175,224.38798,0.70600,Mass,0.543,0.096000,,1414,0,0.4870,,2.7504000,8.820000,0.11370,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5943.00,1.06,1.09,0.060,[Fe/H],0.097,4.42,2.300,1.2900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h22m28.45s,5.6185250,-59d56m33.32s,-59.9425892,342.1400000,12.2830000,10.7930000,12.0815000,2016-06-08,2016-10,2016-06-09
HATS-31 b,HATS-31,1,1,1,Transit,2016,2016-12,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,3.37796,0.0478,18.383,1.640,279.6904,0.88000,Mass,0.243,0.233000,,1823,0,0.4800,,4.5936000,5.490000,0.09080,,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,6050.00,1.87,1.27,0.000,[Fe/H],0.619,4.00,4.300,0.2750,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h46m48.68s,191.7028214,-24d25m38.60s,-24.4273897,773.9740000,13.3150000,11.5720000,12.9613000,2016-11-30,2016-12,2016-12-01
HATS-32 b,HATS-32,1,1,1,Transit,2016,2016-12,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,2.8126548,0.04024,14.0,1.249,292.4036,0.92000,Mass,0.58,0.471000,,1437,0,0.4000,,2.8536000,7.880000,0.11710,,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,5700.00,1.10,1.1,0.390,[Fe/H],0.057,4.40,3.500,1.1700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h04m18.02s,346.0750861,-21d16m19.26s,-21.2720168,745.1160000,14.3860000,12.6990000,14.2166000,2016-11-30,2016-12,2016-12-01
HATS-33 b,HATS-33,1,1,1,Transit,2016,2016-12,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,2.5495551,0.03727,13.787,1.230,378.85336,1.19200,Mass,0.79,0.080000,,1429,0,0.3300,,2.6760000,7.830000,0.12370,,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,5659.00,1.02,1.06,0.290,[Fe/H],-0.018,4.45,3.000,1.4000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m32.09s,294.6336944,-55d19m48.97s,-55.3302692,248.4600000,11.9100000,10.2870000,11.7082000,2016-11-30,2016-12,2016-12-01
HATS-34 b,HATS-34,1,1,1,Transit,2016,2016-12,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,2.1061607,0.03166,16.029,1.430,299.07803,0.94100,Mass,0.4,0.108000,,1445,0,0.9370,,1.5552000,6.960000,0.15000,,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,5380.00,0.98,0.95,0.250,[Fe/H],-0.140,4.43,7.700,1.4400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h03m05.88s,0.7744866,-62d28m09.54s,-62.4693167,508.8420000,13.8570000,12.0950000,13.6790000,2016-11-30,2016-12,2016-12-01
HATS-35 b,HATS-35,1,1,1,Transit,2016,2016-12,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,1.8209993,0.03199,16.41,1.464,388.38826,1.22200,Mass,0.484,0.306000,,2037,0,0.2600,,3.1176000,4.790000,0.10510,,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,6300.00,1.43,1.32,0.210,[Fe/H],0.465,4.24,2.130,0.6280,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h46m45.23s,296.6884420,-63d33m56.34s,-63.5656488,514.5550000,12.6090000,11.1180000,12.4605000,2016-11-30,2016-12,2016-12-01
HATS-36 b,HATS-36,0,1,1,Transit,2018,2018-03,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..119B/abstract target=ref>Bayliss et al. 2018</a>,4.1752387,0.05425,13.843,1.235,1022.14128,3.21600,Mass,2.12,0.105000,561.00,1356,0,0.4520,1.400000,3.4627200,10.100000,0.10966,,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..119B/abstract target=ref>Bayliss et al. 2018</a>,G0 V,6149.00,1.16,1.22,0.280,[Fe/H],0.215,4.40,0.620,1.1180,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m54.89s,291.4787013,-23d12m10.15s,-23.2028183,856.4360000,14.3640000,12.8090000,14.2330000,2018-10-24,2018-03,2018-03-26
HATS-37 A b,HATS-37 A,1,2,1,Transit,2020,2020-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200707135J/abstract target=ref>Jord&aacute;n et al. 2020</a>,4.3315366,0.04913,6.793,0.606,31.46517,0.09900,Mass,0.55,0.000000,229.70,1085,0,0.1400,,2.9136000,12.050000,0.07070,,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200707135J/abstract target=ref>Jord&aacute;n et al. 2020</a>,,5326.00,0.88,0.84,0.051,[Fe/H],-0.256,4.48,11.460,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h19m12.44s,199.8018300,-22d59m12.64s,-22.9868431,211.8960000,12.3410000,9.9470000,11.9978000,2020-08-06,2020-07,2020-08-13
HATS-38 b,HATS-38,1,1,1,Transit,2020,2020-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200707135J/abstract target=ref>Jord&aacute;n et al. 2020</a>,4.375021,0.05036,6.882,0.614,23.51942,0.07400,Mass,0.403,0.000000,464.70,1294,0,0.4760,,3.2160000,9.810000,0.05700,,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200707135J/abstract target=ref>Jord&aacute;n et al. 2020</a>,,5732.00,1.10,0.89,-0.102,[Fe/H],0.072,4.30,11.890,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h17m05.05s,154.2710615,-25d16m34.67s,-25.2762982,343.5250000,11.9670000,10.7680000,12.2781000,2020-08-06,2020-07,2020-08-13
HATS-39 b,HATS-39,1,1,1,Transit,2018,2018-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,4.5776348,0.06007,17.598,1.570,200.2329,0.63000,Mass,0.202,0.275000,,1645,0,0.6960,,3.7320000,7.970000,0.09930,,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6572.00,1.62,1.38,0.000,[Fe/H],0.640,4.16,2.060,0.4570,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h29m40.61s,112.4192251,-29d56m16.50s,-29.9379163,878.5210000,12.7450000,11.5180000,12.6539000,2018-04-09,2018-07,2018-04-12
HATS-4 b,HATS-4,1,1,1,Transit,2014,2014-08,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,2.516729,0.0362,11.433,1.020,420.471,1.32300,Mass,1.55,0.013000,,1315,0,0.2170,,2.5272000,8.430000,0.11320,,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,G,5403.00,0.93,1,0.430,[Fe/H],-0.187,4.51,2.100,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m26.90s,94.1120914,-22d32m48.78s,-22.5468824,416.4590000,13.5160000,11.6120000,13.2862000,2014-07-02,2014-08,2014-07-02
HATS-40 b,HATS-40,1,1,1,Transit,2018,2018-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,3.2642736,0.04997,17.71,1.580,505.3497,1.59000,Mass,0.49,0.312000,,2101,0,0.3500,,5.3304000,4.740000,0.07160,,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6460.00,2.26,1.56,0.010,[Fe/H],0.903,3.92,2.070,0.1890,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h42m17.10s,100.5712467,-29d46m36.41s,-29.7767800,1342.2900000,13.4780000,12.1470000,13.2842000,2018-04-09,2018-07,2018-04-12
HATS-41 b,HATS-41,1,1,1,Transit,2018,2018-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,4.193649,0.0583,14.908,1.330,3082.951,9.70000,Mass,5.1,0.380000,,1710,0,0.8490,,2.1960000,7.310000,0.07980,,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6424.00,1.71,1.5,0.470,[Fe/H],0.653,4.14,1.340,0.4200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h54m04.17s,103.5173558,-27d03m01.50s,-27.0504156,737.6680000,12.6780000,11.4980000,12.5892000,2018-04-09,2018-07,2018-04-12
HATS-42 b,HATS-42,1,1,1,Transit,2018,2018-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Published Confirmed,0,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,2.292102,0.03689,15.693,1.400,597.5204,1.88000,Mass,0.83,0.229000,,1856,0,0.4600,,3.2664000,5.360000,0.09760,,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,6060.00,1.48,1.27,0.220,[Fe/H],0.425,4.20,3.260,0.5500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h13m48.58s,108.4523991,-33d26m14.45s,-33.4373462,800.3770000,13.6820000,12.2450000,13.5627000,2018-04-09,2018-07,2018-04-12
