pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
WASP-72 b,WASP-72,1,1,Transit,2012,2013-04-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.21673,0.03711,14.46,1.29,731.009,2.3,0.87,Mass,0,,2210,0,F7,6250,2.18,2.78,-0.06,[Fe/H],0.724,4.09,3.2,0.38,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.754,10.868,9.617,10.8378
WASP-73 b,WASP-73,1,1,Transit,2014,2014-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.08722,0.05512,15.917,1.42,908.9938,2.86,1.596,Mass,0,,1790,0,F9,6030,2.55,2.52,0.14,[Fe/H],0.795,3.93,4.3,0.21,21h19m47.93s,319.9496969,-58d08m56.16s,-58.1489328,316.678,10.468,9.028,10.2607
WASP-74 b,WASP-74,1,1,Transit,2015,2015-07-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.13775,0.03443,15.244,1.36,228.8376,0.72,0.3697,Mass,0,,1926,0,F9,5990,1.42,0.98,0.39,[Fe/H],0.4,4.39,3.7,0.48,20h18m09.32s,304.538843,-01d04m33.61s,-1.0760033,149.216,9.75,8.221,9.5723
WASP-75 b,WASP-75,2,1,Transit,2013,2013-11-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.484193,0.0375,14.235,1.27,340.06,1.07,0.69,Mass,0,1657,1710,0,F9,6100,1.26,1.14,0.07,[Fe/H],0.304,4.29,3.5,0.79,22h49m32.62s,342.3858995,-10d40m31.69s,-10.6754686,294.001,11.591,10.062,11.3347
WASP-76 b,WASP-76,2,1,Transit,2016,2016-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.809886,0.033,20.512,1.83,292.4036,0.92,0.201,Mass,0,,2160,0,F7,6250,1.73,1.46,0.23,[Fe/H],0.689,4.13,5.3,0.403,01h46m31.90s,26.632936,+02d42m01.40s,2.700389,194.459,9.518,8.243,9.39507
WASP-77 A b,WASP-77 A,2,1,Transit,2012,2013-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.36003,0.02405,15.468,1.38,727.8307,2.29,1.33,Mass,0,,1674,0,G8 V,5365,1.09,1.49,-0.34,[Fe/H],-0.113,4.33,1,1.64,02h28m37.33s,37.1555223,-07d03m38.40s,-7.0606675,105.166,10.294,8.405,10.0966
WASP-78 b,WASP-78,1,1,Transit,2012,2012-11-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.17518,0.03488,21.633,1.93,352.7913,1.11,0.131,Mass,0,,2470,0,,6100,2.46,1.87,-0.35,[Fe/H],0.763,4.1,2.8,0.18,04h15m01.50s,63.7562662,-22d06m59.00s,-22.1163901,754.258,11.965,11.008,12.1879
WASP-79 b,WASP-79,1,1,Transit,2012,2012-11-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.66238,0.0519,18.719,1.67,270.1555,0.85,0.13,Mass,0,,1716,0,,6600,1.6,1.43,0.03,[Fe/H],0.664,4.2,1.4,0.49,04h25m29.02s,66.3709016,-30d36m01.57s,-30.6004362,246.69,10.044,9.056,9.97202
WASP-8 b,WASP-8,2,2,Transit,2010,2010-07-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,8.15872,0.0801,12.666,1.13,807.2882,2.54,2.47,Mass,0.31,,950,0,G8 V,5600,1.03,1.34,0.17,[Fe/H],-0.058,4.5,4,1.74,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606,9.789,8.086,9.61249
WASP-8 c,WASP-8,2,2,Radial Velocity,2013,2014-04-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4323,5.28,12.5,1.12,3003.37,9.45,8.45,Msini,0,,,0,G8 V,5690,0.99,1.04,0.17,[Fe/H],-0.058,4.44,4,1.22,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606,9.789,8.086,9.61249
WASP-80 b,WASP-80,1,1,Transit,2012,2013-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.06785234,0.0344,11.198,0.999,170.99254,0.538,0.717,Mass,0.002,,825,0,K7-M0 V,4143,0.59,0.58,-0.13,[Fe/H],-1.04,4.66,7,4.05,20h12m40.03s,303.1667996,-02d08m39.97s,-2.1444369,49.7876,11.841,8.351,11.273
WASP-81 b,WASP-81,1,1,Transit,2017,2017-05-01T00:00:00Z,Ground,Multiple Facilities,Multiple Telescopes,0,2.7164762,0.03908,16.018,1.429,231.69807,0.729,0.332,Mass,0.066,,1623,0,,5870,1.28,1.08,-0.36,[Fe/H],0.246,4.26,,0.723,20h16m49.92s,304.2079924,+03d17m38.22s,3.2939492,398.505,12.469,10.892,12.3326
WASP-82 b,WASP-82,1,1,Transit,2015,2015-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.70579,0.0447,18.159,1.62,371.8611,1.17,0.354,Mass,0,,2190,0,F5,6480,2.1,1.48,0.12,[Fe/H],0.794,3.96,,0.22,04h50m38.54s,72.6605916,+01d53m37.81s,1.8938365,275.664,10.073,8.759,9.89796
WASP-83 b,WASP-83,1,1,Transit,2015,2015-07-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.971252,0.059,11.657,1.04,95.349,0.3,0.35,Mass,0,,1120,0,G8,5510,1.05,1.11,0.29,[Fe/H],-0.05,4.44,5,1.4,12h40m36.47s,190.1519558,-19d17m03.67s,-19.2843527,271.103,12.312,10.393,12.0084
WASP-84 b,WASP-84,1,1,Transit,2014,2014-12-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,8.5234865,0.0771,10.559,0.942,220.565,0.694,1.104,Mass,0,,797,0,K0,5314,0.75,0.84,0,[Fe/H],-0.325,4.4,1,2.839,08h44m25.68s,131.1069959,+01d51m35.62s,1.8598933,100.588,10.825,8.855,10.5745
WASP-85 A b,WASP-85 A,2,1,Transit,2016,2016-06-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,2.6556777,0.039,13.899,1.24,402.05495,1.265,0.88,Mass,0,,1452,0,G5 V,6112,0.94,1.09,0.118,[M/H],-0.071,4.5,,1.875,11h43m37.93s,175.9080328,+06d33m49.62s,6.5637842,141.887,10.72,8.733,10.6241
WASP-87 b,WASP-87,2,1,Transit,2016,2016-05-01T00:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,1.682795,0.02946,15.524,1.385,692.8694,2.18,1.02,Mass,0,,,0,,6450,1.63,1.2,,,0.537,4.16,,0.47905,12h21m17.92s,185.3246821,-52d50m26.94s,-52.8408163,298.392,10.727,9.552,10.7091
WASP-88 b,WASP-88,1,1,Transit,2014,2014-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.954,0.06431,16.365,1.46,133.4886,0.42,0.141,Mass,0,,1772,0,F6,6430,1.8,0.94,-0.08,[Fe/H],0.724,3.96,3,0.23,20h38m02.70s,309.5112337,-48d27m43.50s,-48.4620833,523.756,11.388,10.322,11.478
WASP-89 b,WASP-89,1,1,Transit,2015,2015-07-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.3564227,0.0427,11.657,1.04,1875.197,5.9,7,Mass,0.193,,1120,0,K3,5130,0.88,0.92,0.15,[Fe/H],-0.343,4.51,1.3,1.92,20h55m36.01s,313.9000261,-18d58m17.07s,-18.9714084,290.946,13.21,11.004,12.989
WASP-90 b,WASP-90,1,1,Transit,2016,2016-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.916243,0.0562,18.271,1.63,200.2329,0.63,0.193,Mass,0,,1840,0,F6,6430,1.98,1.55,0.11,[Fe/H],0.63,4.03,4.4,0.28,21h02m07.67s,315.5319489,+07d03m22.61s,7.0562793,466.433,11.618,10.248,11.4559
WASP-91 b,WASP-91,1,1,Transit,2017,2017-08-01T00:00:00Z,Ground,SuperWASP-South,Canon 200mm f/1.8L,0,2.798581,0.037,11.545,1.03,425.8922,1.34,1.59,Mass,0,,1160,0,K3,4920,0.86,0.84,0.19,[Fe/H],-0.383,4.3,,1.83,23h51m23.14s,357.846434,-70d09m10.30s,-70.1528621,149.942,11.98,9.712,11.6236
WASP-92 b,WASP-92,1,1,Transit,2016,2016-12-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.1746742,0.0348,16.376,1.461,255.85315,0.805,0.346,Mass,0,,1871,0,F7,6280,1.34,1.19,0,[Fe/H],0.275,4.26,2.29,0.697,16h26m46.09s,246.6920395,+51d02m28.08s,51.0411328,575.889,12.951,11.519,12.8183
WASP-93 b,WASP-93,1,1,Transit,2016,2016-12-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.7325321,0.04211,17.901,1.597,467.2101,1.47,0.479,Mass,0,,1942,0,F4,6700,1.52,1.33,0.07,[Fe/H],0.618,4.2,0.7,0.53,00h37m50.10s,9.4587443,+51d17m19.60s,51.288778,370.284,10.966,9.942,10.978
WASP-94 A b,WASP-94 A,2,2,Transit,2014,2014-12-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.95019,0.055,17.71,1.58,158.915,0.5,0.118,Mass,0,,1604,0,F8,6170,1.48,1.67,0.26,[Fe/H],0.51,4.27,2.7,0.73,20h55m07.98s,313.7832393,-34d08m08.70s,-34.1357512,211.211,10.051,8.874,10.0285
WASP-94 B b,WASP-94 B,2,2,Radial Velocity,2014,2014-12-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.00839,0.0335,14.1,1.26,196.411,0.618,0.385,Msini,0,,,0,F9,6040,1.35,1.24,0.23,[Fe/H],0.351,4.26,4,0.54332,20h55m09.19s,313.7882932,-34d08m08.61s,-34.135724,208.696,10.589,9.188,10.4055
WASP-95 b,WASP-95,1,1,Transit,2014,2014-05-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.18467,0.03416,13.787,1.23,457.6752,1.44,0.84,Mass,0,,1570,0,G2,5830,1.23,1.46,0.14,[Fe/H],0.178,4.36,2.4,1.09,22h29m49.88s,337.4578243,-48d00m11.16s,-48.0030988,137.544,10.092,8.564,9.93697
WASP-96 b,WASP-96,1,1,Transit,2014,2014-05-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.4252602,0.0453,13.45,1.2,152.55,0.48,0.37,Mass,0,,1285,0,G8,5540,1.05,1.06,0.14,[Fe/H],0.032,4.42,8,1.299,00h04m11.18s,1.0465696,-47d21m38.29s,-47.3606352,352.464,12.569,10.914,12.3833
WASP-97 b,WASP-97,1,1,Transit,2014,2014-05-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.07276,0.03303,12.778,1.14,432.2488,1.36,1.21,Mass,0,,1555,0,G5,5640,1.08,1.18,0.23,[Fe/H],0.071,4.45,4.8,1.34,01h38m25.23s,24.6051389,-55d46m19.20s,-55.7720006,151.068,10.57,9.03,10.4238
WASP-98 b,WASP-98,2,1,Transit,2014,2014-05-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.96264036,0.03762,12.823,1.144,293.03926,0.922,0.764,Mass,0.07,,1171,0,G7,5473,0.74,0.81,-0.49,[Fe/H],-0.358,4.61,2.7,2.801,03h53m42.96s,58.4290113,-34d19m41.78s,-34.3282716,281.742,13.252,11.284,12.8678
WASP-99 b,WASP-99,1,1,Transit,2014,2014-05-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,5.75251,0.0717,11.433,1.02,772.3269,2.43,2.79,Mass,0,,1480,0,F8,6150,1.64,1.21,0.21,[Fe/H],0.543,4.3,3,0.39,02h39m35.44s,39.8976689,-50d00m29.50s,-50.0081934,158.66,9.475,8.088,9.3251
WD 0806-661 b,WD 0806-661,1,1,Imaging,2011,2011-03-01T01:00:00Z,Space,Spitzer Space Telescope,0.85 m Spitzer Space Telescope,0,,2500,12.6,1.13,2383.6,7.5,6.55,Mass,,,323,0,,9552,,0.62,,,,,1.5,,08h06m54.62s,121.7275683,-66d18m21.18s,-66.3058835,19.2444,13.855,13.781,13.6826
WD 1856+534 b,WD 1856+534,3,1,Transit,2020,2020-09-01T00:00:00Z,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0,1.4079405,0.0204,10.4,0.928,4386.054,13.8,21.4,Mass,0,0.18,163,0,,4710,0.01,0.52,,,-4.12,7.92,7.93,,18h57m39.76s,284.415675,+53d30m32.49s,53.5090244,24.7359,17.244,15.548,16.958
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,1,1,Imaging,2012,2012-10-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck II Telescope,0,,8,10.468,0.934,6992,22,33.5,Mass,,,450,0,T8.5,575,0.09,0.03,,,-6.09,5,6,,12h17m56.91s,184.487125,+16d26m40.2s,16.4445,10.1,,,
WTS-1 b,WTS-1,1,1,Transit,2012,2012-12-01T01:00:00Z,Ground,United Kingdom Infrared Telescope,3.8 m United Kingdom Infrared Telescope,0,3.352057,0.047,16.7,1.49,1274.44,4.01,1.61,Mass,0.1,,1500,0,F6 V,6250,1.15,1.2,-0.5,[Fe/H],0.088,4.4,2.55,1.1129,19h35m56.41s,293.9850284,+36d17m46.66s,36.2962939,2346.01,16.644,15.271,16.4299
WTS-2 b,WTS-2,1,1,Transit,2014,2014-05-01T00:00:00Z,Ground,United Kingdom Infrared Telescope,3.8 m United Kingdom Infrared Telescope,0,1.0187068,0.01855,15.278,1.363,355.9696,1.12,0.54,Mass,0,,2000,0,K2 V,5000,0.75,0.82,0.2,[Fe/H],-0.288,4.6,0.6,2.72,19h34m55.87s,293.7327826,+36d48m55.78s,36.8154936,1030.768344,15.954,13.414,15.5965
Wendelstein-1 b,Wendelstein-1,1,1,Transit,2020,2020-05-01T00:00:00Z,Ground,Haleakala Observatory,1.8-m Ritchey-Chretien Telescope,0,2.663416,0.0282,11.561,1.031,188.15536,0.592,0.72,Mass,0.012,,2198,0,K7 V,4251,0.61,0.65,,,-0.938,4.55,,2.5907,19h56m12.15s,299.0506412,+17d34m11.87s,17.5699627,305.3,15.564,12.198,15.0324
Wendelstein-2 b,Wendelstein-2,1,1,Transit,2020,2020-05-01T00:00:00Z,Ground,Haleakala Observatory,1.8-m Ritchey-Chretien Telescope,0,1.7522239,0.0234,12.993,1.159,232.33373,0.731,0.62,Mass,0.057,,2470,0,K6 V,4591,0.66,0.73,,,-0.834,4.53,,2.35899,19h51m09.82s,297.7909214,+16d54m45.24s,16.9125679,565.541,16.186,13.332,15.9359
Wolf 1061 b,Wolf 1061,1,3,Radial Velocity,2015,2016-02-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,4.8869,0.0375,1.21,0.108,1.91,0.00601,5.92,Msini,0.15,7.34,,0,M3.5,3342,0.31,0.29,-0.09,[Fe/H],-1.991,4.9,,12.74782,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866,4.30592,10.1,5.075,8.79444
Wolf 1061 c,Wolf 1061,1,3,Radial Velocity,2015,2016-02-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,17.8719,0.089,1.66,0.148,3.41,0.01073,4.1,Msini,0.11,1.3,,0,M3.5,3342,0.31,0.29,-0.09,[Fe/H],-1.991,4.9,,12.74782,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866,4.30592,10.1,5.075,8.79444
Wolf 1061 d,Wolf 1061,1,3,Radial Velocity,2015,2016-02-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,217.21,0.47,2.69,0.24,7.7,0.02423,2.17,Msini,0.55,0.06,,0,M3.5,3342,0.31,0.29,-0.09,[Fe/H],-1.991,4.9,,12.74782,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866,4.30592,10.1,5.075,8.79444
Wolf 503 b,Wolf 503,1,1,Transit,2018,2018-11-01T01:00:00Z,Space,K2,0.95 m Kepler Telescope,0,6.00118,0.0571,2.03,0.181,4.78,0.015,3.14,M-R relationship,,69.6,805,0,K3.5 V,4716,0.69,0.69,-0.47,[Fe/H],-0.644,4.62,11,4.10627,13h47m23.09s,206.8461979,-06d08m21.61s,-6.1393369,44.526,10.27,7.617,9.89816
XO-1 b,XO-1,1,1,Transit,2006,2006-09-01T00:00:00Z,Ground,XO,Canon 200mm f/1.8L,0,3.94153,0.0488,12.778,1.14,263.7989,0.83,0.64,Mass,0,,1210,0,G1 V,5750,0.88,0.88,0.02,[Fe/H],-0.086,4.51,0.9,1.79,16h02m11.83s,240.5492745,+28d10m10.65s,28.1696248,163.553,11.251,9.527,11.004
XO-2 N b,XO-2 N,2,3,Transit,2007,2007-12-01T01:00:00Z,Ground,XO,Canon 200mm f/1.8L,0,2.61586178,0.0368,11.131,0.993,179.89178,0.566,0.715,Mass,0.028,,1328,0,K0 V,5340,0.99,0.97,0.43,,-0.088,4.43,7.8,1.41,07h48m06.42s,117.0267691,+50d13m30.53s,50.2251472,154.273,11.246,9.308,10.9718
XO-2 S b,XO-2 S,2,3,Radial Velocity,2014,2014-07-01T00:00:00Z,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,0,18.157,0.13,10.9,0.971,82.6358,0.26,0.351,Msini,0.18,,,0,,5399,1,0.98,0.39,[Fe/H],-0.123,4.43,7.1,1.5421,07h48m07.43s,117.0309753,+50d13m00.86s,50.2169068,151.398,11.196,9.272,10.9278
XO-2 S c,XO-2 S,2,3,Radial Velocity,2014,2014-07-01T00:00:00Z,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,0,120.8,0.4756,13.6,1.21,435.409,1.37,0.951,Msini,0.1528,,,0,,5399,1.02,0.98,0.39,[Fe/H],-0.123,4.43,7.1,1.5421,07h48m07.43s,117.0309753,+50d13m00.86s,50.2169068,151.398,11.196,9.272,10.9278
XO-3 b,XO-3,1,1,Transit,2007,2008-04-01T00:00:00Z,Ground,XO,Canon 200mm f/1.8L,0,3.19154,0.04529,15.805,1.41,2316.9807,7.29,8.09,Mass,0.29,,1729,0,F5 V,6429,1.54,0.58,-0.18,[Fe/H],0.706,3.95,2.82,0.22,04h21m52.70s,65.4695814,+57d49m01.95s,57.8172095,213.053,9.854,8.791,9.73889
XO-4 b,XO-4,1,1,Transit,2008,2008-05-01T00:00:00Z,Ground,XO,Canon 200mm f/1.8L,0,4.12508,0.05524,14.011,1.25,451.3186,1.42,0.83,Mass,0,,1630,0,F5 V,6397,1.45,1.1,-0.04,[Fe/H],0.536,4.18,2.1,0.5,07h21m33.13s,110.3880285,+58d16m05.19s,58.2681094,272.655,10.814,9.406,10.5131
XO-5 b,XO-5,1,1,Transit,2008,2008-10-01T00:00:00Z,Ground,XO,Canon 200mm f/1.8L,0,4.1877558,0.0515,12.78,1.14,378.2,1.19,1.06,Mass,0,,1230,0,G8 V,5430,1.13,1.04,0.05,[Fe/H],-0.06,4.35,8.5,1.01,07h46m51.93s,116.7163868,+39d05m40.09s,39.0944695,276.211,12.198,10.345,11.9498
XO-6 b,XO-6,1,1,Transit,2016,2017-03-01T01:00:00Z,Ground,XO,Canon 200mm f/1.8L,0,3.7650007,0.0815,23.203,2.07,1398.452,4.4,0.62,Mass,0,,1577,0,F5,6720,1.93,1.47,-0.07,[Fe/H],0.536,4.04,1.88,1,06h19m10.31s,94.7929552,+73d49m39.24s,73.8275672,235.479,10.247,9.246,10.191
XO-7 b,XO-7,1,1,Transit,2019,2020-02-01T01:00:00Z,Ground,XO,Canon 200mm f/1.8L,0,2.8641424,0.04421,15.39,1.373,225.34147,0.709,0.34,Mass,0.038,1540,1743,0,G0 V,6250,1.48,1.41,0.432,[Fe/H],0.431,4.25,1.18,0.45108,18h29m54.74s,277.4780753,+85d13m59.95s,85.2333208,234.149,10.521,9.241,10.4575
YSES 2 b,YSES 2,1,1,Imaging,2021,2021-04-01T00:00:00Z,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,0,,115,12.7,1.14,2002.31896,6.3,5.37,Mass,,,,0,K1 V,4749,1.19,1.1,,,-0.185,4.25,0.014,0.82845,11h27m55.27s,171.9802779,-66d26m04.46s,-66.4345736,109.406,10.885,8.358,10.5352
YZ Cet b,YZ Cet,1,3,Radial Velocity,2017,2017-09-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,1.96876,0.01557,0.93,0.083,0.75,0.00236,5.12,Msini,0,,,0,M4.5,3056,0.17,0.13,-0.26,[Fe/H],-2.65,,5,,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,12.074,6.42,10.4294
YZ Cet c,YZ Cet,1,3,Radial Velocity,2017,2017-09-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,3.06008,0.0209,1,0.089,0.98,0.00308,5.39,Msini,0.04,,,0,M4.5,3056,0.17,0.13,-0.26,[Fe/H],-2.65,,5,,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,12.074,6.42,10.4294
YZ Cet d,YZ Cet,1,3,Radial Velocity,2017,2017-09-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,4.65627,0.02764,1.05,0.093,1.14,0.00359,5.41,Msini,0.129,,,0,M4.5,3056,0.17,0.13,-0.26,[Fe/H],-2.65,,5,,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,12.074,6.42,10.4294
alf Ari b,alf Ari,1,1,Radial Velocity,2010,2011-05-01T00:00:00Z,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,0,380.8,1.2,13.4,1.2,572.07,1.8,1.31,Msini,0.25,,,0,K2III,4553,13.9,1.5,-0.16,[Fe/H],1.934,2.49,,,02h07m10.39s,31.793286,+23d27m44.72s,23.462421,20.21019,2.00538,-0.783,
alf Tau b,alf Tau,2,1,Radial Velocity,2015,2015-08-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,628.96,1.46,12.7,1.13,2056.3601,6.47,5.52,Msini,0.1,,,0,K5 III,4055,45.1,1.13,-0.27,[Fe/H],2.672,1.2,6.6,,04h35m55.24s,68.980174,+16d30m33.12s,16.509201,20.4332,0.872,-3.044,
bet Cnc b,bet Cnc,2,1,Radial Velocity,2014,2014-06-01T00:00:00Z,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,0,605.2,1.7,12.6,1.12,2479,7.8,6.81,Msini,0.08,,,0,K4 III,4092.1,47.2,1.7,-0.29,[Fe/H],2.9,1.4,1.85,,08h16m30.87s,124.1286379,+09d11m07.19s,9.1853306,89.0472,3.51012,0.19,3.04628
bet Pic b,bet Pic,1,2,Imaging,2008,2009-01-01T01:00:00Z,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,0,7665,9.1,18.495,1.65,3496.13,11,3.04,Mass,0.08,,1612,0,A5V,8038.68,1.54,1.76,-0.21,[Fe/H],0.953,4.35,0.012,0.74666,05h47m17.10s,86.8212337,-51d03m58.13s,-51.066148,19.7442,3.85,3.526,3.82015
bet Pic c,bet Pic,1,2,Radial Velocity,2019,2019-08-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,1200,2.7,12.5,1.12,2860.47,9,8.05,Mass,0.24,,,0,A5V,7890,2.01,1.75,-0.21,[Fe/H],0.958,3.83,0.023,0.74666,05h47m17.10s,86.8212337,-51d03m58.13s,-51.066148,19.7442,3.85,3.526,3.82015
bet UMi b,bet UMi,1,1,Radial Velocity,2014,2014-06-01T00:00:00Z,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,0,522.3,1.4,12.7,1.14,1938.7,6.1,5.2,Msini,0.19,,,0,K4 III,4126,38.3,1.4,-0.27,[Fe/H],2.73,1.5,2.95,,14h50m42.36s,222.676495,+74d09m19.97s,74.155548,38.77472,2.0569,-1.287,
eps CrB b,eps CrB,1,1,Radial Velocity,2012,2012-10-01T00:00:00Z,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,0,417.9,1.3,12.7,1.13,2129.461,6.7,5.71,Msini,0.11,,,0,K2 III,4406,21,1.7,-0.094,[Fe/H],2.235,1.94,1.74,,15h57m35.16s,239.3965057,+26d52m39.42s,26.8776171,69.8683,4.12577,1.349,3.75773
eps Eri b,eps Eri,1,1,Radial Velocity,2000,2000-12-01T01:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,2690,3.39,14,1.24,247.9074,0.78,0.496,Mass,0.07,,,0,K2.0V,5136,0.77,0.78,-0.13,[Fe/H],-0.419,4.71,0.5,2.78042,03h32m54.82s,53.2284306,-09d27m29.42s,-9.4581715,3.2026,3.71548,1.776,3.47719
eps Ind A b,eps Ind A,3,1,Radial Velocity,2019,2019-12-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,16510,11.55,13.1,1.17,1032.9475,3.25,2.52,Mass,0.26,,,0,K2 V,4754,0.78,0.75,-0.134,[M/H],-0.622,4.57,4.7,2.56044,22h03m29.14s,330.8714021,-56d47m48.85s,-56.7969023,3.63857,4.69,2.237,4.34562
eps Tau b,eps Tau,1,1,Radial Velocity,2006,2007-05-01T00:00:00Z,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,0,594.9,1.93,12.6,1.13,2415.406,7.6,6.64,Msini,0.151,,,0,K0 III,4901,13.7,2.7,0.15,[Fe/H],1.987,2.67,,,04h28m37.12s,67.1546573,+19d10m49.00s,19.1802782,47.52852,3.523,1.422,3.27298
gam 1 Leo b,gam 1 Leo,2,1,Radial Velocity,2009,2010-01-01T01:00:00Z,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,0,428.5,1.19,12.5,1.12,2790.43,8.78,7.85,Msini,0.144,,,0,K1 IIIb Fe-0.5,4330,31.88,1.23,-0.469,[M/H],2.51,1.66,2.412,,10h19m58.37s,154.993208,+19d50m29.00s,19.841389,39.8883,1.99509,-0.806,
gam Cep b,gam Cep,2,1,Radial Velocity,2003,2003-12-01T01:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,903.3,2.05,13.4,1.2,587.96,1.85,1.34,Msini,0.049,,,0,K1 IV,4888,4.9,1.4,0.18,[Fe/H],1.073,3.33,5.4,,23h39m20.60s,354.8358233,+77d37m59.16s,77.6331009,14.1024,3.23006,1.038,2.92627
gam Lib b,gam Lib,1,2,Radial Velocity,2018,2018-08-01T00:00:00Z,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,0,415.2,1.24,13.8,1.23,324.1866,1.02,0.678,Msini,0.21,,,0,K0 III,4822,11.1,1.47,-0.3,[Fe/H],1.85,2.47,2.82,,15h35m31.65s,233.8818636,-14d47m22.21s,-14.789502,47.4017,3.90672,1.524,3.64937
gam Lib c,gam Lib,1,2,Radial Velocity,2018,2018-08-01T00:00:00Z,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,0,964.6,2.17,12.9,1.15,1455.6614,4.58,3.73,Msini,0.057,,,0,K0 III,4822,11.1,1.47,-0.3,[Fe/H],1.85,2.47,2.82,,15h35m31.65s,233.8818636,-14d47m22.21s,-14.789502,47.4017,3.90672,1.524,3.64937
