pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
HD 156846 b,HD 156846,2,1,Radial Velocity,2007,2008-03-01T01:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,359.51001,1.12,12.4,1.11,3391.2461,10.67,9.77,Msini,0.85,,,0,G0 V,6090,1.9,1.38,0.15,[Fe/H],0.697,4.02,2.4,0.20369,17h20m34.16s,260.1423366,-19d20m03.71s,-19.334365,47.7332,6.5,5.149,6.3623
HD 158038 b,HD 158038,1,1,Radial Velocity,2011,2011-12-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,521,1.5,13.5,1.21,486.2799,1.53,1.09,Msini,0.29,,,0,K0,4860,4.5,1.3,0.19,[Fe/H],1.076,3.24,2.5,,17h25m45.49s,261.4395312,+27d18m11.06s,27.3030721,94.8625,7.47,5.156,7.2068
HD 158259 b,HD 158259,1,5,Radial Velocity,2020,2020-04-01T00:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,2.178,,1.214,,2.22,0.00698,6.12,Msini,,1460.74,1577,0,G0,5801.89,1.21,1.08,,,0.212,4.25,,0.72532,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,6.47915,4.965,6.30694
HD 158259 c,HD 158259,1,5,Radial Velocity,2020,2020-04-01T00:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,3.432,,2.23,0.199,5.6,0.01762,2.77,Msini,,,,0,G0,5801.89,1.21,1.08,,,0.212,4.25,,0.72532,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,6.47915,4.965,6.30694
HD 158259 d,HD 158259,1,5,Radial Velocity,2020,2020-04-01T00:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,5.1980814,,2.18,0.195,5.41,0.01702,2.87,Msini,,,,0,G0,5801.89,1.21,1.08,,,0.212,4.25,,0.72532,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,6.47915,4.965,6.30694
HD 158259 e,HD 158259,1,5,Radial Velocity,2020,2020-04-01T00:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,7.951,,2.34,0.209,6.08,0.01913,2.61,Msini,,,,0,G0,5801.89,1.21,1.08,,,0.212,4.25,,0.72532,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,6.47915,4.965,6.30694
HD 158259 f,HD 158259,1,5,Radial Velocity,2020,2020-04-01T00:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,12.028,,2.35,0.21,6.14,0.01932,2.6,Msini,,,,0,G0,5801.89,1.21,1.08,,,0.212,4.25,,0.72532,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,6.47915,4.965,6.30694
HD 158996 b,HD 158996,1,1,Radial Velocity,2018,2018-02-01T01:00:00Z,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,0,820.2,2.1,12.3,1.1,4449.62,14,13.1,Msini,0.13,,,0,K5 III,4069,50.3,1.8,-0.2,[Fe/H],3.015,1.4,1.6,,17h19m37.23s,259.9051092,+80d08m11.05s,80.1364033,283.659,5.72291,2.133,5.18609
HD 159243 b,HD 159243,1,2,Radial Velocity,2013,2014-03-01T01:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,12.62,0.11,13.7,1.22,359.13,1.13,0.767,Msini,0.02,,,0,G0 V,6123,1.12,1.12,0.05,[Fe/H],0.114,4.55,1.25,1.17388,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055,8.65,7.297,8.51188
HD 159243 c,HD 159243,1,2,Radial Velocity,2013,2014-03-01T01:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,248.4,0.8,13.4,1.2,603.9,1.9,1.38,Msini,0.075,,,0,G0 V,6123,1.12,1.12,0.05,[Fe/H],0.114,4.55,1.25,1.17388,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055,8.65,7.297,8.51188
HD 159868 b,HD 159868,1,2,Radial Velocity,2006,2007-05-01T00:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,1184.1,2.32,13.3,1.19,704.94694,2.218,1.65,Msini,0.024,,,0,G5 V,5534,2.13,1.19,-0.08,[Fe/H],0.556,3.92,7.57,0.15582,17h38m59.20s,264.7466665,-43d08m46.44s,-43.1462347,55.8503,7.24,5.535,7.04579
HD 159868 c,HD 159868,1,2,Radial Velocity,2012,2012-07-01T00:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,351,1.032,14,1.25,244.09344,0.768,0.489,Msini,0.184,,,0,G5 V,5534,2.13,1.19,-0.08,[Fe/H],0.555,3.92,7.57,0.15582,17h38m59.20s,264.7466665,-43d08m46.44s,-43.1462347,55.8503,7.24,5.535,7.04579
HD 1605 b,HD 1605,1,2,Radial Velocity,2015,2015-06-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,577.2,1.492,13.8,1.23,296.85322,0.934,0.621,Msini,0.095,,,0,K1 IV,4915,3.49,1.33,0.22,[Fe/H],0.81,3.4,4.36,,00h20m31.62s,5.1317548,+30d58m30.22s,30.9750611,88.8047,7.52,5.272,7.25688
HD 1605 c,HD 1605,1,2,Radial Velocity,2015,2015-06-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,2149,3.584,13,1.16,1150.5446,3.62,2.88,Msini,0.099,,,0,K1 IV,4915,3.49,1.33,0.22,[Fe/H],0.81,3.4,4.36,,00h20m31.62s,5.1317548,+30d58m30.22s,30.9750611,88.8047,7.52,5.272,7.25688
HD 160691 b,HD 160691,1,4,Radial Velocity,2000,2001-07-01T00:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,643.25,1.497,13.5,1.2,532.68308,1.676,1.19,Msini,0.128,,,0,G5 V,5807,1.38,1.08,0.302,[M/H],0.278,4.37,6.4,0.55473,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,5.12,3.683,4.94916
HD 160691 c,HD 160691,1,4,Radial Velocity,2004,2004-12-01T01:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,4205.8,5.235,13.4,1.2,576.519,1.814,1.32,Msini,0.0985,,,0,G3IV/V,5807,1.38,1.08,0.302,[M/H],0.278,4.37,6.4,0.55473,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,5.12,3.683,4.94916
HD 160691 d,HD 160691,1,4,Radial Velocity,2004,2004-10-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,9.6386,0.09094,3.24,0.289,10.5547,0.03321,1.71,Msini,0.172,,900,0,G3IV/V,5813,1.38,1.08,0.302,[M/H],0.278,4.25,6.4,0.55473,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,5.12,3.683,4.94916
HD 160691 e,HD 160691,1,4,Radial Velocity,2006,2007-02-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,310.55,0.921,14.2,1.27,165.8685,0.5219,0.318,Msini,0.0666,,,0,G3IV/V,5771.56,1.38,1.08,0.302,[M/H],0.278,4.17,6.4,0.55473,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,5.12,3.683,4.94916
HD 16141 b,HD 16141,2,1,Radial Velocity,2000,2000-06-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,75.523,0.36,10.9,0.971,82.6358,0.26,0.351,Msini,0.25,,,0,G5 IV,5757,1.48,1.11,0.13,[Fe/H],0.366,4.14,7.51,0.41293,02h35m19.77s,38.8323674,-03d33m44.96s,-3.5624887,37.7861,6.834,5.266,6.65773
HD 16175 b,HD 16175,1,1,Radial Velocity,2009,2009-06-01T00:00:00Z,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,0,990,2.12,12.8,1.15,1620.933,5.1,4.25,Msini,0.6,,,0,G0,5981,1.72,1.63,0.3,[Fe/H],0.508,4.18,3.3,0.23958,02h37m01.86s,39.2577379,+42d03m44.83s,42.0624526,59.859,7.297,5.853,7.1291
HD 162020 b,HD 162020,1,1,Radial Velocity,2002,2002-07-01T00:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,8.4282,0.08,12.5,1.11,3127.4472,9.84,8.8,Msini,0.28,,,0,K3 V,4723,0.75,0.42,-0.1,[Fe/H],-0.602,4.31,6,2.6454,17h50m38.38s,267.6599252,-40d19m06.47s,-40.3184646,30.8248,9.1,6.539,8.75949
HD 163607 b,HD 163607,1,2,Radial Velocity,2010,2012-01-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,75.2203,0.362,13.9,1.24,249.05159,0.7836,0.51,Msini,0.7441,,,0,G5,5522,1.76,1.12,0.21,[Fe/H],0.42,3.97,8.6,0.24793,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855,8,6.271,7.81298
HD 163607 c,HD 163607,1,2,Radial Velocity,2010,2012-01-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,1272,2.39,13.3,1.19,699.54383,2.201,1.63,Msini,0.08,,,0,G5,5522,1.76,1.12,0.21,[Fe/H],0.42,3.97,8.6,0.24793,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855,8,6.271,7.81298
HD 16417 b,HD 16417,2,1,Radial Velocity,2008,2009-06-01T00:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,17.24,0.14,5,0.446,22.1,0.0696,0.972,Msini,0.2,,,0,G1 V,5841,1.64,1.2,0.06,[Fe/H],0.443,4.16,7,0.35078,02h36m58.58s,39.2441029,-34d34m44.73s,-34.5790905,25.3936,5.78,4.246,5.61319
HD 164509 b,HD 164509,2,1,Radial Velocity,2010,2012-01-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,280.17,0.87,14.3,1.28,140.79869,0.443,0.265,Msini,0.238,,,0,G5,5859,1.11,1.12,0.2,[Fe/H],0.12,4.44,2.32,1.01495,18h01m31.22s,270.3800811,+00d06m16.09s,0.1044685,53.1119,8.1,6.586,7.95594
HD 164595 b,HD 164595,2,1,Radial Velocity,2015,2015-09-01T00:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,40,0.23,4.16,0.371,16.14,0.05078,1.23,Msini,0.088,,,0,G2 V,5790,1.02,0.99,-0.04,[Fe/H],0.017,4.44,7.12,1.34121,18h00m38.73s,270.1613723,+29d34m21.61s,29.5726698,28.254,7.08597,5.482,6.89472
HD 164604 b,HD 164604,1,1,Radial Velocity,2009,2010-03-01T01:00:00Z,Ground,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0,641.472,1.331,13.4,1.19,635,1.99792,1.45,Msini,0.35,,,0,K3.5 V,4684,0.77,0.77,-0.18,[Fe/H],-0.588,4.62,,2.96799,18h03m06.89s,270.7787177,-28d33m39.00s,-28.5608343,39.3633,9.62,7.169,9.32786
HD 164922 b,HD 164922,1,4,Radial Velocity,2005,2006-07-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,1207,2.16,13.3,1.19,116,0.36497,0.271,Msini,0.08,0.16,159,0,G9 V,5390,0.95,0.93,0.18,[Fe/H],-0.149,4.46,9.58,1.32024,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,7.01227,5.113,6.78614
HD 164922 c,HD 164922,1,4,Radial Velocity,2016,2016-10-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,75.74,0.341,3.66,0.327,13,0.0409,1.46,Msini,0.12,6.29,400,0,G9 V,5390,0.95,0.93,0.18,[Fe/H],-0.149,4.46,9.58,1.32024,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,7.01227,5.113,6.78614
HD 164922 d,HD 164922,1,4,Radial Velocity,2020,2020-05-01T00:00:00Z,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,0,12.458,0.103,1.83,0.163,4,0.01259,3.59,Msini,0.12,,,0,G9 V,5390,0.95,0.93,0.18,[Fe/H],-0.149,4.46,9.58,1.32024,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,7.01227,5.113,6.78614
HD 164922 e,HD 164922,1,4,Radial Velocity,2021,2021-05-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,41.763,0.2292,3.23,0.288,10.52012,0.0331,1.72,Msini,0.086,,,0,G9 V,5393.43,1,0.92,0.197,[Fe/H],-0.14,4.4,9.58,1.32024,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,7.01227,5.113,6.78614
HD 165155 b,HD 165155,1,1,Radial Velocity,2016,2017-04-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,434.5,1.13,13.2,1.18,918.5287,2.89,2.19,Msini,0.2,,,0,G8 V,5426,0.95,1.02,0.09,[Fe/H],-0.155,4.49,11,1.75673,18h05m57.44s,271.4893395,-29d55m02.11s,-29.9172536,63.3574,9.36,7.584,9.21413
HD 1666 b,HD 1666,1,1,Radial Velocity,2015,2015-06-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,270,0.94,12.7,1.13,2040,6.43,5.47,Msini,0.63,,,0,F7 V,6317,1.93,1.5,0.37,[Fe/H],0.73,4.06,1.76,0.18152,00h20m52.33s,5.2180424,-19d55m53.34s,-19.9314823,117.908,8.17,6.964,8.05121
HD 166724 b,HD 166724,1,1,Radial Velocity,2012,2013-03-01T01:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,5144,5.42,13.1,1.16,1121.89,3.53,2.74,Msini,0.734,,,0,K0 IV-V,5127,0.8,0.81,-0.09,[Fe/H],-0.509,4.43,4,2.4215,18h13m59.73s,273.4988604,-42d34m32.60s,-42.5757218,45.1342,9.33,7.246,9.06863
HD 167042 b,HD 167042,1,1,Radial Velocity,2007,2008-03-01T01:00:00Z,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,0,420.77,1.32,13.5,1.2,540.29,1.7,1.21,Msini,0.089,,,0,K1 IV,5010,4.3,1.72,0.05,[Fe/H],1.023,3.47,2.2,,18h10m31.83s,272.6326268,+54d17m15.43s,54.2876184,49.6633,5.98796,3.55,5.72384
HD 168009 b,HD 168009,1,1,Radial Velocity,2021,2021-05-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,15.1479,0.1192,3.05,0.272,9.53485,0.03,1.85,Msini,0.12,,,0,G2V,5778.33,1.21,0.99,0.018,[Fe/H],0.15,4.27,9.68,0.90712,18h15m32.35s,273.8847918,+45d12m31.76s,45.2088229,23.3032,6.295,4.756,6.14052
HD 168443 b,HD 168443,1,2,Radial Velocity,1998,1999-07-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,58.11247,0.2931,12.6,1.13,2434.157,7.659,6.69,Msini,0.52883,,,0,G5,5491,1.51,0.99,0.04,[Fe/H],0.382,4.07,11.08,0.29172,18h20m03.84s,275.0159879,-09d35m48.09s,-9.5966905,39.6245,6.92122,5.211,6.73166
HD 168443 c,HD 168443,1,2,Radial Velocity,2000,2001-07-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,1749.83,2.8373,12.2,1.09,5464.221,17.193,16.5,Msini,0.2113,,,0,G5,5491,1.51,0.99,0.04,[Fe/H],0.382,4.07,11.08,0.29172,18h20m03.84s,275.0159879,-09d35m48.09s,-9.5966905,39.6245,6.92122,5.211,6.73166
HD 168746 b,HD 168746,1,1,Radial Velocity,2002,2002-06-01T00:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,6.404,0.07,11.1,0.993,85.8141,0.27,0.345,Msini,0.11,,900,0,G5,5570,1.09,1.07,-0.08,[Fe/H],0.041,4.39,8,1.08973,18h21m49.76s,275.4573269,-11d55m22.71s,-11.9229757,41.5681,7.95,6.253,7.77169
HD 1690 b,HD 1690,1,1,Radial Velocity,2010,2011-03-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,533,1.36,12.5,1.12,2793.7257,8.79,7.86,Msini,0.64,,,0,K1 III,4374,21.66,1.86,-0.27,[Fe/H],1.52,2.04,6.7,,00h21m13.34s,5.3055886,-08d16m52.12s,-8.2811442,752.615,9.19,6.018,8.74943
HD 169830 b,HD 169830,1,2,Radial Velocity,2000,2001-08-01T00:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,225.62,0.81,13.2,1.18,915.31,2.88,2.19,Msini,0.31,,345,0,F8 V,6299,1.2,1.4,0.21,[Fe/H],0.662,4.1,2.8,0.21453,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,5.9,4.688,5.77641
HD 169830 c,HD 169830,1,2,Radial Velocity,2003,2004-02-01T01:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,2102,3.6,13,1.16,1283.98,4.04,3.21,Msini,0.33,,,0,F8 V,6299,1.97,1.4,0.21,[Fe/H],0.662,4.1,2.8,0.21453,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,5.9,4.688,5.77641
HD 170469 b,HD 170469,2,1,Radial Velocity,2007,2007-11-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,1145,2.24,14.1,1.25,209.7678,0.66,0.411,Msini,0.11,,,0,G5 IV,5842,1.24,1.1,0.29,[Fe/H],0.204,4.3,6.7,0.69157,18h29m10.93s,277.2955423,+11d41m43.53s,11.6954244,60.178,8.21,6.707,8.04953
HD 17092 b,HD 17092,1,1,Radial Velocity,2007,2007-11-01T01:00:00Z,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,0,359.89999,1.31,12.5,1.11,3219.6179,10.13,9.06,Msini,0.17,,,0,K0 III,4326,13.58,6.73,0.18,[Fe/H],1.756,3,2.6,,02h46m22.18s,41.5924261,+49d39m10.94s,49.6530375,228.422,7.732,4.807,7.33993
HD 171028 b,HD 171028,1,1,Radial Velocity,2007,2007-11-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,550,1.32,13.2,1.18,832.7146,2.62,1.99,Msini,0.59,,,0,G0,5671,2.47,1.53,-0.48,[Fe/H],0.733,3.84,8.59,0.08728,18h32m15.45s,278.0643694,+06d56m44.46s,6.9456827,111.659,8.292,6.604,8.10233
HD 171238 b,HD 171238,1,1,Radial Velocity,2009,2010-02-01T01:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,1532,2.57,13.2,1.18,864.4976,2.72,2.07,Msini,0.234,,,0,G8 V,5440,1.01,0.96,0.2,[Fe/H],-0.09,4.43,7.56,1.73124,18h34m43.64s,278.6818389,-28d04m22.03s,-28.0727849,44.8113,8.61,6.831,8.41099
HD 17156 b,HD 17156,1,1,Radial Velocity,2007,2007-11-01T01:00:00Z,Ground,Subaru Telescope,8.2 m Subaru Telescope,0,21.21663,0.16278,12.33,1.1,1115.5833,3.51,3.78,Mass,0.68,,883,0,G5,6040,1.55,1.41,0.19,[Fe/H],0.39,4.2,3.37,0.53,02h49m44.79s,42.4366123,+71d45m11.12s,71.7530882,78.0863,8.17,6.763,8.03298
HD 173416 b,HD 173416,1,1,Radial Velocity,2008,2009-01-01T01:00:00Z,Ground,Xinglong Station,2.16 m Telescope,0,323.6,1.16,13.2,1.18,858.1,2.7,2.05,Msini,0.21,,,0,G8,4683,13.5,2,-0.22,[Fe/H],1.892,2.48,1.73,,18h43m36.14s,280.9005676,+36d33m24.69s,36.556857,132.184,6.04188,3.814,5.75681
HD 175167 b,HD 175167,1,1,Radial Velocity,2009,2010-03-01T01:00:00Z,Ground,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0,1290,2.4,12.5,1.12,2850.9351,8.97,8.02,Msini,0.54,,,0,G5 IV/V,5635,1.75,1.37,0.28,[Fe/H],0.456,4.09,,0.25773,19h00m00.81s,285.0033888,-69d56m42.24s,-69.9450664,71.0863,8.01,6.288,7.82424
HD 175541 b,HD 175541,1,1,Radial Velocity,2007,2007-08-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,298.43,0.975,14.1,1.26,190.06234,0.598,0.373,Msini,0.11,,,0,G8 IV,5013,4.19,1.39,-0.07,[Fe/H],0.934,3.33,1.9,,18h55m40.88s,283.9203211,+04d15m53.76s,4.2649344,129.603,8.020001,5.829,7.75927
HD 175607 b,HD 175607,1,1,Radial Velocity,2015,2016-01-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,29.01,,2.94,0.263,8.98,0.02825,1.94,Msini,0.11,,,0,G6 V,5392,0.7,0.71,-0.62,[Fe/H],-0.271,4.64,10.32,2.22215,19h01m05.83s,285.2742901,-66d11m39.62s,-66.1943379,40.3303,8.6,6.881,8.40957
HD 17674 b,HD 17674,1,1,Radial Velocity,2017,2017-05-01T00:00:00Z,Ground,Haute-Provence Observatory,1.93 m Telescope,0,623.8,1.42,13.9,1.24,276.5121,0.87,0.566,Msini,0.13,,,0,G0 V,5904,1.18,0.98,-0.16,[Fe/H],0.205,4.34,8.4,0.85881,02h51m04.44s,42.7684964,+30d17m11.75s,30.2865981,44.4264,7.535,6.093,7.40113
HD 176986 b,HD 176986,1,2,Radial Velocity,2017,2018-04-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,6.4898,0.06296,2.26,0.202,5.74,0.01806,2.73,Msini,0.066,83.5,,0,K2.5 V,4931,0.78,0.79,0.03,[Fe/H],-0.48,4.44,4.3,2.29582,19h03m05.74s,285.7739138,-11d02m41.79s,-11.044941,27.7843,8.42,6.22,8.14249
HD 176986 c,HD 176986,1,2,Radial Velocity,2017,2018-04-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,16.8191,0.11878,2.98,0.266,9.18,0.02888,1.91,Msini,0.111,23.5,,0,K2.5 V,4931,0.78,0.79,0.03,[Fe/H],-0.48,4.44,4.3,2.29582,19h03m05.74s,285.7739138,-11d02m41.79s,-11.044941,27.7843,8.42,6.22,8.14249
HD 177565 b,HD 177565,1,1,Radial Velocity,2017,2017-10-01T00:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,44.505,0.246,4,0.357,15.1,0.04751,1.3,Msini,0.0593,,,0,G8V,5627,0.97,1,0.081,[M/H],-0.054,4.39,6.88,1.46777,19h06m52.22s,286.7175787,-37d48m44.06s,-37.8122394,16.9179,6.15,4.539,5.9739
HD 177830 b,HD 177830,2,2,Radial Velocity,1999,2000-06-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,410.10001,1.14,13.5,1.2,537.1327,1.69,1.2,Msini,0.1,,,0,K0,4901,3.26,1.7,0.42,[Fe/H],0.685,3.64,4.4,,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,7.18,4.809,6.8866
HD 177830 c,HD 177830,2,2,Radial Velocity,2010,2011-02-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,110.9,0.5137,7.87,0.702,47.6725,0.15,0.537,Msini,0.3,,,0,K0,4949,2.62,1.47,0.545,[Fe/H],0.685,3.65,4.4,,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,7.18,4.809,6.8866
HD 178911 B b,HD 178911 B,3,1,Radial Velocity,2001,2002-03-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,71.484,0.34,12.6,1.12,2552.1749,8.03,7.01,Msini,0.11,,,0,G5,5588,1.08,1.24,0.24,[Fe/H],-0.043,4.46,,1.28618,19h09m03.17s,287.2632091,+34d36m02.51s,34.6006972,40.9727,7.97,6.375,7.86705
HD 179079 b,HD 179079,1,1,Radial Velocity,2008,2009-09-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,14.479,0.1214,5.48,0.488,25.74423,0.081,0.86,Msini,0.049,,,0,G5 IV,5646,1.63,1.14,0.24,[Fe/H],0.38,4.16,6.99,0.2585,19h11m09.69s,287.7903733,-02d38m19.57s,-2.6387703,69.7116,7.95,6.311,7.77454
HD 179949 b,HD 179949,1,1,Radial Velocity,2000,2001-04-01T00:00:00Z,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,0,3.092514,0.0443,13.9,1.24,291.12,0.916,0.596,Msini,0.022,,,0,F8 V,6168,1.25,1.21,0.137,[Fe/H],0.301,4.34,1,0.85977,19h15m33.36s,288.8890182,-24d10m47.26s,-24.1797939,27.4573,6.25,4.936,6.1106
HD 180053 b,HD 180053,1,1,Radial Velocity,2018,2019-04-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,213.72,0.843,13.3,1.19,697.31902,2.194,1.63,Msini,0.081,,,0,K0,5131,4.06,1.75,0.25,[M/H],1.099,3.54,,,19h13m36.20s,288.4008374,+34d54m52.80s,34.9146658,137.043,7.93,5.84,7.70327
HD 18015 b,HD 18015,1,1,Radial Velocity,2018,2019-04-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,2278,3.87,13.1,1.17,1010.6994,3.18,2.47,Msini,0.148,,,0,G6 IV,5603,3.13,1.49,-0.081,[M/H],0.974,3.64,,,02h53m27.27s,43.3636339,-08d50m52.94s,-8.8480392,123.801,7.89,6.204,7.72194
HD 180314 b,HD 180314,1,1,Radial Velocity,2010,2010-08-01T00:00:00Z,Ground,Subaru Telescope,8.2 m Subaru Telescope,0,396.03,1.46,12.1,1.08,6397.9179,20.13,19.8,Msini,0.26,,,0,K0,4924,8.13,2.2,0.14,[Fe/H],1.643,2.96,1.295,,19h14m50.27s,288.7094401,+31d51m37.58s,31.8604391,122.362,6.61519,4.312,6.34583
HD 180617 b,HD 180617,2,1,Radial Velocity,2018,2018-10-01T00:00:00Z,Ground,Calar Alto Observatory,3.5 m telescope,0,105.911,0.343,3.53,0.315,12.214,0.03843,1.53,Msini,0.101,,,0,M2.5 V,3534,0.48,0.48,-0.04,[Fe/H],-1.49,4.9,,6.27869,19h16m54.66s,289.2277322,+05d09m47.38s,5.1631615,5.91059,9.12,4.673,8.0976
HD 180902 b,HD 180902,2,1,Radial Velocity,2009,2010-05-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,510.9,1.4,13.5,1.2,535.54355,1.685,1.2,Msini,0.107,,,0,K0 III/IV,4961,4.16,1.41,0.04,[Fe/H],0.973,3.36,2.8,,19h19m17.75s,289.8239604,-23d33m29.68s,-23.5582432,104.577,7.78,5.543,7.52132
HD 181234 b,HD 181234,1,1,Radial Velocity,2019,2019-05-01T00:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,7462.0575,7.52,12.6,1.12,2660.2371,8.37,7.31,Msini,0.73,,,0,G5,5386,1.05,1.01,0.32,[Fe/H],-0.099,4.25,6.32,1.26775,19h19m59.97s,289.9998695,-09d19m29.89s,-9.32497,47.7458,8.59,6.689,8.36926
