hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_bmag,sy_vmag,sy_gaiamag,lum_class
Kepler-1174,G,5936,1.04,1.04,-0.04,0.555,4.42,3.55,3.89135,14.678,14.271,14.159,V
Kepler-33,G,5904,1.82,1.29,0.025,0.556,4.03,4.27,0.3,14.823,14.099,13.9513,IV
Kepler-1269,G,5998,1.15,1.1,0.07,0.556,4.36,3.55,0.84302,14.461,13.658,13.5701,V
KIC 5951458,F,6258,1.52,0.98,-0.5,0.556,4.08,,0.2579,13.453,12.836,12.6884,V
Kepler-667,G,5327,0.87,0.91,0.15,0.557,4.53,4.68,0.26962,16.125,15.362,15.3616,V
Kepler-1487,F,6541,1.63,1.38,0.04,0.557,4.16,1.95,0.33157,14.087,13.6,13.4508,V
Kepler-92,F,5883,1.7,1.21,0.138,0.558,4.05,5.2,0.25139,12.504,11.671,11.7451,V
Kepler-1015,F,6769,1.81,1.49,0.06,0.559,4.09,1.58,0.52713,13.32,12.825,12.7586,V
Kepler-1443,F,6289,1.27,1.19,0,0.561,4.3,2.63,0.45275,12.819,12.313,12.212,V
Kepler-368,G,5502,2.02,0.97,0.03,0.562,3.9,10.47,0.12675,13.893,12.946,12.838,IV
Kepler-758,F,6228,1.42,1.16,-0.1,0.563,4.19,3.8,0.45714,15.882,14.379,14.3267,V
Kepler-401,F,6117,1.33,1.17,0.02,0.566,4.25,3.55,0.17298,13.804,13.366,13.2865,V
Kepler-1515,F,6511,1.41,1.3,0.07,0.566,4.26,1.82,0.50965,12.031,12.1,11.9975,V
Kepler-277,F,5946,1.69,1.12,0.1,0.568,4.03,5,0.24777,14.296,13.544,13.3884,V
Kepler-1383,F,6370,1.44,1.26,0.03,0.568,4.23,2.24,0.37945,14.273,13.832,13.7077,V
Kepler-796,G,5475,1.09,0.93,0.09,0.572,4.33,11.75,3.55345,14.413,13.175,12.9866,V
Kepler-1382,F,6161,1.72,1.36,0.3,0.572,4.1,2.75,0.14721,13.462,12.857,12.7575,V
Kepler-366,F,6209,1.05,1.06,0.01,0.573,4.45,0.3,1.0833,15.718,14.952,14.7901,V
Kepler-128,F,6136,1.61,1.09,0,0.575,4.07,4.07,0.30178,12.063,11.693,11.2886,V
Kepler-335,F,5877,1.85,1.03,0.278,0.578,4.02,4.37,0.41998,14.422,14.111,13.9603,V
Kepler-1408,F,6170,1.35,1.21,0,0.579,4.25,2.57,0.28,12.757,12.124,11.9622,V
WASP-48,G,5920,1.58,0.88,-0.12,0.58,4.03,7.9,0.32,12.307,11.647,11.523,V
Kepler-1238,F,6386,1.48,1.3,0.05,0.584,4.21,2.14,0.73308,15.467,14.919,14.7328,V
Kepler-338,G,5923,1.74,1.2,-0.029,0.586,4.02,4.79,0.21664,12.879,12.19,12.0828,V
Kepler-1488,G,5820,1.31,1.05,0.06,0.587,4.22,6.92,0.18795,14.715,13.146,13.0767,V
Kepler-891,G,5887,1.07,1.06,0.09,0.588,4.41,3.55,3.49966,16.138,15.386,15.273,V
K2-164,G,5791,2.2,1.18,-0.23,0.59,3.81,,0.22794,11.769,11.352,11.0942,V
Kepler-1397,G,6026,1.12,1.09,0,0.591,4.37,3.55,0.33592,14.824,14.324,14.0909,V
HATS-68,F,6147,1.75,1.35,0.21,0.592,4.08,3.02,0.356,12.812,12.312,12.1631,V
Kepler-848,G,5695,1.2,1.01,0.15,0.594,4.28,8.32,0.30165,14.944,14.194,14.0105,V
WASP-12,F,6360,1.66,1.43,0.07,0.597,4.16,2,0.446,12.139,11.569,11.4999,V
Kepler-312,F,6115,1.47,1.2,0.121,0.598,4.19,1.48,0.30899,13.488,13.01,12.9211,V
Kepler-1421,F,6335,1.42,1.25,0.05,0.599,4.23,2.75,0.36798,13.906,12.868,12.7261,V
HAT-P-34,F,6442,1.53,1.39,0.22,0.6,4.21,1.7,0.505,10.807,10.403,10.1944,V
Kepler-470,F,6613,1.66,1.4,0.04,0.602,4.14,1.86,0.74047,13.805,13.282,13.161,V
Kepler-717,G,5485,0.85,0.88,-0.12,0.604,4.53,4.37,0.03994,16.607,15.756,15.6239,V
Kepler-628,G,5721,1.28,1,0.04,0.604,4.22,8.71,0.22864,14.012,13.138,13.0557,V
Kepler-1293,F,6241,1.28,1.18,0,0.604,4.29,2.82,0.34762,14.077,13.377,13.3004,V
Kepler-849,F,6059,1.64,1.23,0.12,0.605,4.1,3.98,0.22747,13.708,12.878,12.8358,V
Kepler-8,F,6213,1.49,1.21,-0.055,0.605,4.17,3.47,0.65374,13.804,13.598,13.5299,V
Kepler-105,F,6397,1.58,1.28,-0.22,0.607,4.15,3.17,0.46,13.585,12.981,12.8025,V
HAT-P-39,F,6430,1.62,1.4,0.19,0.607,4.07,2,0.34949,12.776,12.282,12.2269,V
Kepler-1626,F,6826,1.85,1.51,0.04,0.611,4.08,1.55,0.98942,14.883,14.357,14.2242,V
HATS-31,F,6050,1.87,1.27,0,0.619,4,4.3,0.275,13.687,13.315,12.9613,V
Kepler-278,K,4991,2.94,1.08,0.271,0.62,3.62,7.76,0.16712,12.787,11.811,11.5296,III
Kepler-391,K,4940,3.57,1.03,-0.07,0.623,3.46,5.7,0.09357,14.075,13.177,12.984,III
KELT-3,F,6304,1.7,1.96,0.05,0.625,4.2,3,0.56,10.301,9.816,9.76324,V
KOI-12,F,6635,1.4,1.5,0.081,0.626,4.31,1.45,0.8,11.731,11.51,11.2535,V
HAT-P-41,F,6390,2.05,2.56,0.21,0.628,4.14,2.2,0.42,11.652,11.365,10.939,V
Kepler-295,G,5603,0.9,0.89,-0.01,0.629,4.44,8.8,0.01018,15.594,14.631,14.4325,V
TOI-257,G,6095,1.87,1.41,0.175,0.636,4.04,,0.305,8.159,7.57,7.41653,IV
Kepler-1300,F,6130,1.79,1.29,0.05,0.636,4.04,3.55,0.25044,13.635,12.861,12.7678,IV
WASP-66,F,6600,1.76,1.33,-0.31,0.637,4.3,3.7,0.34,11.999,11.605,11.5904,V
Kepler-1207,G,5909,1.06,1.06,0.05,0.638,4.41,3.63,0.8893,15.31,14.595,14.4485,V
Kepler-1613,G,6005,1.12,1.08,0.01,0.638,4.37,3.55,0.35882,14.819,14.192,14.068,V
Kepler-1616,F,6266,1.34,1.21,0.02,0.638,4.26,2.75,0.28392,14.219,13.491,13.4295,V
Kepler-1304,G,5259,0.81,0.85,-0.05,0.639,4.56,4.68,0.02158,16.3,15.408,15.0446,V
HATS-39,F,6572,1.62,1.38,0,0.64,4.16,2.06,0.457,13.232,12.745,12.6539,V
KIC 5437945,F,6340,1.24,1.07,-0.38,0.641,4.16,3.16,0.41292,14.468,13.834,13.7506,V
K2-196,G,6045,1.54,1.16,0.01,0.644,4.08,,0.19854,12.633,12.241,11.9274,V
Kepler-403,G,6090,1.33,1.25,0.079,0.644,4.27,3.09,0.2469,13.479,12.818,12.7598,V
Kepler-1647,F,6210,1.79,1.22,-0.14,0.644,4.02,4.4,0.30649,15.123,13.668,13.579,V
Kepler-1633,F,6256,1.32,1.2,0.02,0.646,4.27,2.82,0.15864,14.067,13.516,13.3918,V
Kepler-1125,G,5683,0.94,0.95,-0.09,0.647,4.47,4.17,0.80228,15.785,15.042,14.8766,V
WASP-161,F,6400,1.71,1.39,0.16,0.647,4.11,,0.398,11.649,11.079,10.8987,V
Kepler-1442,F,6394,1.44,1.34,0.26,0.651,4.25,1.7,0.37809,12.71,12.114,12.0303,V
Kepler-5,F,6297,1.79,1.37,0.04,0.652,3.96,2.88,0.39897,14.161,13.325,13.2263,IV
HATS-41,F,6424,1.71,1.5,0.47,0.653,4.14,1.34,0.42,13.175,12.678,12.5892,V
Kepler-522,F,6392,1.98,1.54,0.41,0.655,4.04,1.7,0.32134,12.464,12.22,12.1457,IV
Kepler-1533,F,6431,1.51,1.31,0.03,0.662,4.2,2.19,0.43857,13.984,13.289,13.1678,V
WASP-79,F,6600,1.6,1.43,0.03,0.664,4.2,1.4,0.49,10.451,10.044,9.97202,V
Kepler-880,F,6761,1.74,1.46,0.03,0.666,4.12,1.66,0.56468,12.358,11.845,11.9642,V
HD 2685,F,6801,1.56,1.43,0.02,0.668,4.21,1.31,0.51462,10.047,9.595,9.52025,V
Kepler-814,F,6162,1.22,1.15,0.01,0.669,4.33,3.02,1.47416,15.329,14.859,14.6655,V
Kepler-521,F,6406,1.46,1.34,0.25,0.671,4.24,1.78,0.48567,13.598,12.94,12.8908,V
K2-39,K,4881,2.97,0.66,0.32,0.674,3.44,3.09,0.04,12.153,10.831,10.5959,III
Kepler-1280,F,6227,1.32,1.2,0.04,0.679,4.28,2.82,0.45399,14.614,14.196,13.9999,V
Kepler-264,F,6158,1.55,1.46,0.047,0.689,4.15,2.57,0.15947,13.769,13.15,13.0135,V
Kepler-820,F,6260,1.36,1.23,0.09,0.689,4.25,2.63,0.71826,14.664,14.135,13.9436,V
HATS-58 A,A,7175,1.43,1.46,,0.689,4.29,0.31,0.702,12.051,11.572,11.7679,V
Kepler-1618,F,6620,1.65,1.41,0.04,0.69,4.15,1.78,0.77868,13.72,13.672,13.5664,V
Kepler-1518,F,6846,1.88,1.54,0.06,0.691,4.08,1.48,0.54301,13.855,13.374,13.2803,V
Kepler-145,G,6022,1.85,1.32,-0.001,0.692,4.02,3.24,0.20152,12.737,11.977,11.8746,V
Kepler-1279,F,6221,1.33,1.21,0.06,0.693,4.26,2.82,0.66996,14.772,14.137,13.9318,V
Kepler-1345,F,6449,1.55,1.32,0.04,0.693,4.18,2.24,0.87009,14.326,13.775,13.705,V
Kepler-7,G,5933,1.97,1.36,0.11,0.696,3.98,2.9,0.32016,13.62,13.008,12.8649,IV
Kepler-1603,F,6241,1.31,1.21,0.07,0.706,4.28,2.82,0.30293,15.954,15.397,15.3397,V
Kepler-108,G,5854,2.19,1.25,0.326,0.707,3.9,3.89,0.24339,,12.657,13.0843,IV
Kepler-911,F,6112,1.99,1.34,0.03,0.707,3.97,3.55,0.19419,12.178,11.767,11.8295,IV
Kepler-1607,F,6116,1.21,1.14,0.05,0.709,4.33,3.16,0.25152,14.646,13.969,13.8751,V
Kepler-471,F,6733,1.8,1.49,0.07,0.71,4.1,1.58,0.54081,14.538,13.767,13.7887,V
Kepler-644,F,6747,1.81,1.49,0.08,0.71,4.09,1.62,0.65519,15.251,14.031,13.9601,V
Kepler-1004,K,4972,3.39,1.11,-0.04,0.713,3.43,7.76,0.05453,14.873,13.705,13.3998,III
Kepler-1270,K,5047,3.38,1.28,-0.02,0.713,3.49,4.37,0.04387,14.871,13.562,13.2851,III
TOI-1333,F,6274,1.93,1.46,0.119,0.713,4.03,2.33,0.289,9.854,9.438,9.35039,IV
Kepler-1000,F,6453,1.51,1.4,0.35,0.715,4.23,1.26,0.31247,13.694,13.23,13.1923,V
Kepler-1452,F,6101,2.06,1.41,0.14,0.721,3.95,3.24,0.14148,13.997,13.215,13.0714,IV
Kepler-419,F,6430,1.74,1.39,0.176,0.727,4.1,1.29,13.34,13.498,13.089,12.9642,V
Kepler-557,F,6068,1.16,1.11,0.02,0.728,4.35,3.24,0.1961,15.593,14.723,14.6387,V
TOI-1601,F,5948,2.19,1.52,0.329,0.732,3.94,2.64,0.205,11.274,10.66,10.5276,IV
Kepler-635,F,6174,1.51,1.33,0.41,0.735,4.2,2.34,0.23078,14.101,13.36,13.2638,V
Kepler-959,F,7005,2.01,1.6,0.02,0.738,4.04,1.35,0.45596,12.962,12.606,12.466,IV
Kepler-1502,F,6666,1.72,1.44,0.05,0.742,4.13,1.7,0.39395,14.688,14.18,14.0931,IV
Kepler-812,F,6761,1.71,1.45,0.02,0.752,4.13,1.66,0.77147,14.408,13.815,13.7493,IV
Kepler-774,F,6403,2.42,1.57,0.04,0.753,3.87,2.14,0.38065,14.134,12.886,12.7699,IV
Kepler-217,F,6171,1.8,1.14,0.09,0.754,4.03,2.63,0.3447,13.705,13.155,13.1207,IV
Kepler-1137,F,6807,1.84,1.5,0.05,0.754,4.08,1.58,0.36758,13.528,12.827,12.6907,IV
Kepler-541,F,6166,2.06,1.41,0.07,0.755,3.96,3.09,0.16175,14.068,13.383,13.228,IV
WASP-78,F,6100,2.46,1.87,-0.35,0.763,4.1,2.8,0.18,12.656,11.965,12.1879,IV
Kepler-917,G,5418,0.76,0.8,-0.38,0.764,4.58,4.17,1.92074,16.241,15.896,15.8533,V
HATS-66,F,6626,1.84,1.41,-0.017,0.767,4.06,2.17,0.318,14.626,14.283,14.0086,V
Kepler-1373,F,6299,1.33,1.22,0.03,0.774,4.27,2.51,1.38072,15.089,14.328,14.0717,III
HAT-P-40,F,6080,1.94,1.03,0.22,0.778,3.93,2.7,0.2,12.192,11.34,11.4162,IV
KIC 9663113,F,6065,1.03,0.98,-0.28,0.792,4.42,3,0.23283,14.775,14.027,13.9075,III
Kepler-1364,F,6805,1.79,1.49,0.04,0.792,4.1,1.58,0.12368,13.649,13.196,13.1858,V
Kepler-1484,G,5730,0.92,0.94,-0.17,0.796,4.49,3.98,0.96096,15.485,15.351,15.2474,V
Kepler-1274,F,6179,2.17,1.45,0.11,0.798,3.93,2.88,0.1211,12.732,11.717,11.6819,IV
Kepler-516,F,7099,2.02,1.62,0.01,0.798,4.04,1.32,0.18673,12.941,12.121,11.9642,IV
Kepler-14,F,6395,2.05,1.51,0.12,0.799,3.99,2.2,0.29161,12.242,12.003,,V
Kepler-1436,F,5972,1.09,1.06,-0.01,0.801,4.39,3.8,0.21434,15.764,15.119,14.9099,III
Kepler-1394,F,6481,2.55,1.64,0.06,0.811,3.84,1.91,0.25209,12.136,11.714,11.7144,IV
HAT-P-7,F,6389,2,1.56,0.26,0.814,4.07,2.07,0.27,10.964,10.481,10.3654,V
Kepler-1375,F,6704,1.78,1.47,0.09,0.822,4.11,1.66,0.29134,14.433,13.864,13.7103,V
WASP-136,A,6260,2.21,1.41,-0.18,0.823,3.9,3.62,0.186,10.421,9.974,9.81929,IV
Kepler-852,F,6100,1.16,1.19,0.22,0.827,4.38,1.48,0.98558,14.721,14.006,13.9066,III
Kepler-854,F,6179,1.27,1.17,0.04,0.832,4.29,3.02,0.04677,14.121,13.417,13.5043,III
TOI-640,F,6460,2.08,1.54,0.072,0.834,3.99,1.99,0.24,11.062,10.51,10.4006,V
Kepler-1511,F,6064,1.29,1.17,0.14,0.838,4.28,3.31,0.35178,14.001,13.564,13.5024,IV
Kepler-1158,F,6203,1.95,1.41,0.18,0.84,4.01,2.88,1.29966,14.433,13.618,13.5744,V
Kepler-1298,A,6339,2,1.45,0.13,0.84,4,2.57,0.11716,12.218,11.388,11.3125,V
Kepler-815,K,5028,3.42,1.25,-0.03,0.857,3.46,4.9,0.12089,14.519,13.438,13.2306,III
Kepler-784,G,5674,1.32,1,0.07,0.857,4.19,9.12,0.05821,14.343,13.392,13.2634,IV
Kepler-1080,F,5956,1.16,1.1,0.09,0.861,4.35,3.89,0.11728,14.143,13.486,13.4086,IV
Kepler-1434,A,6291,2.04,1.47,0.19,0.862,3.98,2.57,0.10881,12.655,12.198,12.0421,IV
HATS-64,F,6554,2.11,1.56,0.22,0.867,3.98,1.861,0.234,13.42,13.045,12.839,V
Kepler-340,F,6620,1.85,1.65,0.06,0.867,4.06,1.29,0.38998,12.562,12.329,12.3031,V
Kepler-1171,F,7044,1.95,1.58,-0.01,0.869,4.05,1.35,0.47547,11.851,11.647,11.4587,V
Kepler-1517,F,7010,1.95,1.58,0.01,0.879,4.06,1.38,0.31982,12.712,12.228,12.1739,V
Kepler-433,F,6360,2.26,1.46,-0.01,0.88,3.89,2.67,0.177,15.373,14.717,14.4163,IV
KELT-12,A,6279,2.37,1.59,0.19,0.892,3.89,2.2,0.168,11.196,10.585,10.4842,IV
HATS-56,F,6536,2.2,1.57,0.19,0.898,3.95,1.894,0.2079,12.054,11.477,11.4877,IV
HATS-40,F,6460,2.26,1.56,0.01,0.903,3.92,2.07,0.189,13.861,13.478,13.2842,IV
Kepler-56,K,4840,4.23,1.32,0.2,0.905,3.31,3.5,0.0246,13.954,12.598,12.4298,III
K2-97,K,4717,4.47,1.2,0.33,0.919,3.22,7.8,0.279,13.775,12.486,12.3059,III
K2-161,K,4972,2.57,0.99,-0.03,0.919,3.63,,,13.582,12.718,12.3574,IV
Kepler-1360,F,6778,1.83,1.51,0.06,0.923,4.09,1.55,0.25729,14.739,14.007,13.8804,V
Kepler-432,K,4995,4.06,1.32,-0.07,0.926,3.35,4.2,0.02794,13.485,12.398,12.1822,III
Kepler-1219,F,5944,1.94,1.25,0.05,0.926,3.97,4.37,0.06171,12.918,12.339,12.2321,IV
Kepler-1580,G,6228,2.15,1.47,0.12,0.926,3.94,2.75,0.09572,13.321,12.635,12.5755,IV
Kepler-462,A,7500,1.57,1.59,0.05,0.926,4.22,0.5,0.56,11.948,11.632,11.6145,V
Kepler-1283,G,6175,1.25,1.16,0.04,0.927,4.31,2.88,0.12756,15.899,15.269,15.0697,V
HAT-P-67,F,6406,2.55,1.64,-0.08,0.939,3.85,1.24,0.09809,10.544,10.106,9.97496,IV
K2-132,K,4840,3.85,1.08,-0.01,0.943,3.3,8.5,0.0264,12.934,12.071,11.64,III
Kepler-1428,G,6184,1.36,1.28,0.35,0.944,4.28,2.04,0.93831,14.314,13.759,13.5234,V
HD 202772 A,A,6272,2.59,1.72,0.3,0.971,3.85,1.7,0.14,8.847,8.324,8.22688,IV
KOI-13,A,7650,1.74,1.72,0.2,0.971,4.2,1.12,0.49629,10.654,9.791,10.3678,V
HAT-P-69,A,7394,1.93,1.65,-0.069,1,4.11,1.27,0.36453,10.052,9.774,9.77332,V
Kepler-1244,F,6680,1.77,1.46,0.05,1.032,4.1,1.7,0.11781,13.492,12.444,12.3234,V
HATS-70,A,7930,1.88,1.78,0.041,1.079,4.17,0.81,0.31459,12.071,12.227,12.586,V
Kepler-435,F,6161,3.21,1.54,-0.18,1.129,3.61,2.25,0.066,14.228,13.704,13.604,III
Kepler-1658,F,6216,2.89,1.45,-0.18,1.206,3.67,2.01,0.113,11.857,11.62,11.42,IV
TYC 3318-01333-1,K,4776,5.9,1.19,-0.06,1.21,2.97,,,11.135,9.901,9.4629,III
HAT-P-70,A,8450,1.86,1.89,-0.059,1.223,4.18,0.6,0.40362,9.621,9.47,9.45174,V
Kepler-1115,A,8480,1.73,1.6,-0.51,1.254,4.17,1.12,0.53077,11.879,11.983,11.8822,V
TYC 1422-614-1,K,4806,6.85,1.15,-0.2,1.35,2.85,5.89,,11.259,10.193,9.91329,III
NY Vir,B,32780,0.15,0.46,,1.375,5.74,,187.9524,13.427,13.496,13.3943,V
TYC 3667-1280-1,G,5130,6.26,1.87,-0.08,1.38,3.11,1.35,,10.862,9.856,9.42321,III
KIC 10001893,B,27500,0.18,0.47,-0.093,1.431,5.35,,113.61776,15.073,15.829,15.7109,V
HD 5583,K,4830,9.09,1.01,-0.5,1.61,2.53,7.41,,8.536,7.604,7.30769,III
IC 4651 9122,K,4740.1,10.27,2.1,0.12,1.636,2.52,1.14,,11.836,10.909,10.5336,III
TYC 0434-04538-1,K,4679,9.99,1.04,-0.38,1.67,2.49,,,11.483,10.247,9.92369,III
TYC 4282-00605-1,K,4300,16.21,0.97,-0.07,1.91,2,10.1,,11.746,10.465,9.90946,III
NSVS 14256825,B,40000,0.19,0.42,,1.974,5.5,,80.3914,13.091,13.296,13.2452,V
BD+03 2562,M,4095,32.35,1.14,-0.71,2.7,1.89,5.2,,10.795,9.577,8.9977,III
DP Leo,B,13500,0.01,0.69,,-2.4,,,,,18.6837,18.6333,VII
K2-120,K,4349.9,0.67,0.69,-0.303,-0.664,,,,15.154,14.092,13.9329138,V
SR 12 AB,M,3828.93,1.1,,,-0.628,,,,14.754,13.355,12.1811,V
V830 Tau,M,4250,2,1,-0.08,0.08,,0.002,,13.69,12.23,11.6928,IV
